amph_id,mouse_name
bf_00025512,Ndufa4l2
bf_00025512,Ndufa4
bf_00025827,Smarcc2
bf_00025827,Smarcc1
bf_00026420,Higd1b
bf_00026420,Methig1
bf_00026420,Higd1c
bf_00026420,Higd1a
bf_00026581,Spop
bf_00026581,Spopl
bf_00025813,Sema5a
bf_00025813,Sema5b
bf_00026400,Tanc1
bf_00026400,Tanc2
bf_00025863,Clasp2
bf_00025863,Clasp1
bf_00026010,Siah1a
bf_00026010,Siah1b
bf_00026010,Siah2
bf_00025975,Ihh
bf_00025975,Shh
bf_00025961,Thsd7a
bf_00025961,Thsd7b
bf_00025952,Zeb1
bf_00025952,Zeb2
bf_00026247,Nacad
bf_00026247,Naca
bf_00025915,Gli2
bf_00025915,Gli3
bf_00026197,Adarb1
bf_00026197,Adarb2
bf_00026186,Ccnt1
bf_00026186,Ccnt2
bf_00026133,Hoxb5
bf_00026133,Hoxa5
bf_00026100,Meox2
bf_00026100,Meox1
bf_00026364,Rufy4
bf_00026364,Fyco1
bf_00026347,G6pc
bf_00026347,G6pc2
bf_00026302,Plcl1
bf_00026302,Plcl2
bf_00026078,Calcoco2
bf_00026078,Tax1bp1
bf_00023502,Acaca
bf_00023502,Acacb
bf_00023516,Parvb
bf_00023516,Parva
bf_00023690,Mapk8ip2
bf_00023690,Mapk8ip1
bf_00023680,Cracr2b
bf_00023680,Cracr2a
bf_00024344,Tph1
bf_00024344,Tph2
bf_00023987,Mpped1
bf_00023987,Mpped2
bf_00023878,Btbd10
bf_00023878,Kctd20
bf_00023905,Nav3
bf_00023905,Nav2
bf_00023895,Frs2
bf_00023895,Frs3
bf_00024541,Rragc
bf_00024541,Rragd
bf_00024775,Vps26b
bf_00024775,Vps26a
bf_00024914,Tomm34
bf_00024914,Spag1
bf_00024613,Rab32
bf_00024613,Rab38
bf_00025051,Asap3
bf_00025051,Asap2
bf_00025270,Mboat2
bf_00025270,Mboat1
bf_00025006,Phf20
bf_00025006,Phf20l1
bf_00003955,Stk38l
bf_00003955,Stk38
bf_00004107,Anks1b
bf_00004107,Anks1
bf_00004191,Lhx5
bf_00004191,Lhx1
bf_00005238,Lzts2
bf_00005238,Lzts1
bf_00005216,Ldb2
bf_00005216,Ldb1
bf_00005201,Ctbp2
bf_00005201,Ctbp1
bf_00005186,Stk10
bf_00005186,Slk
bf_00004640,Tacc3
bf_00004640,Gm4994
bf_00004640,Tacc1
bf_00004691,Gpat4
bf_00004691,Agpat9
bf_00004725,Tmed11
bf_00004725,Tmed4
bf_00004725,Tmed9
bf_00005534,Atrn
bf_00005534,Atrnl1
bf_00005457,Mki67
bf_00005459,Fignl1
bf_00005414,Rtkn
bf_00005414,Rtkn2
bf_00005373,Cnnm4
bf_00005373,Cnnm2
bf_00005371,Dhx15
bf_00005371,Dhx32
bf_00005055,Etnk1
bf_00005055,Etnk2
bf_00004937,Tmem8b
bf_00004937,Tmem8
bf_00004981,Tgif1
bf_00004981,Tgif2
bf_00004614,Arntl
bf_00004614,Arntl2
bf_00004583,Rassf9
bf_00004583,Rassf10
bf_00004482,Eps15
bf_00004482,Eps15l1
bf_00004495,Nap1l1
bf_00004495,Nap1l4
bf_00005901,Gm5868
bf_00005901,Slc10a4
bf_00005901,Slc10a1
bf_00004342,Ube2b
bf_00004342,Ube2a
bf_00005814,Msx2
bf_00005814,Msx1
bf_00007490,Tln2
bf_00007490,Tln1
bf_00007492,Rbpms2
bf_00007492,Rbpms
bf_00006822,Aph1b
bf_00006822,Aph1c
bf_00006822,Aph1a
bf_00006832,Abcg1
bf_00006832,Abcg4
bf_00006855,Oaz2
bf_00006855,Oaz1
bf_00007063,Pstpip1
bf_00007063,Pstpip2
bf_00006998,Pip5k1c
bf_00006998,Pip5k1a
bf_00007143,Megf10
bf_00007143,Megf11
bf_00007101,Sin3b
bf_00007101,Sin3a
bf_00007421,Gabpb1
bf_00007421,Gabpb2
bf_00000263,Gxylt2
bf_00000263,Gxylt1
bf_00000323,Qpctl
bf_00000323,Qpct
bf_00000348,Ism1
bf_00000348,Ism2
bf_00000398,Vrk2
bf_00000398,Vrk1
bf_00000412,Plcb1
bf_00000412,Plcb3
bf_00000412,Plcb2
bf_00000421,Kcnk12
bf_00000421,Kcnk13
bf_00000605,Smim4
bf_00000606,1190007I07Rik
bf_00000655,Itpkb
bf_00000655,Itpka
bf_00000697,Grid1
bf_00000697,Grid2
bf_00000715,Samd12
bf_00000715,Samd10
bf_00000801,Macc1
bf_00000801,Sh3bp4
bf_00000023,Slc24a3
bf_00000023,Slc24a4
bf_00000026,Lpin2
bf_00000026,Lpin1
bf_00000042,Kif26b
bf_00000042,Kif26a
bf_00000135,Egln1
bf_00000135,Egln3
bf_00000154,Casq2
bf_00000154,Casq1
bf_00000172,Entpd6
bf_00000172,Entpd5
bf_00000201,Daam2
bf_00000201,Daam1
bf_00000269,Prkce
bf_00000269,Prkch
bf_00000845,Insm1
bf_00000845,Insm2
bf_00000902,Gsk3a
bf_00000902,Gsk3b
bf_00000966,Nid2
bf_00000966,Nid1
bf_00001071,Rgs6
bf_00001071,Rgs7
bf_00001202,Arhgef12
bf_00001202,Arhgef11
bf_00001160,Pax9
bf_00001160,Pax1
bf_00001167,Adssl1
bf_00001167,Adss
bf_00001118,App
bf_00001118,Aplp2
bf_00001095,Cblb
bf_00001095,Cbl
bf_00001507,Oxsr1
bf_00001507,Stk39
bf_00001955,Nkx2-4
bf_00001955,Nkx2-1
bf_00001430,Jag1
bf_00001430,Jag2
bf_00008303,Rap1a
bf_00008303,Rap1b
bf_00008846,Gata2
bf_00008846,Gata3
bf_00008453,Gpr173
bf_00008453,Gpr85
bf_00008302,Adipor2
bf_00008302,Adipor1
bf_00007944,Slc41a2
bf_00007944,Slc41a1
bf_00009187,Prkcd
bf_00009187,Prkcq
bf_00009068,Bicd1
bf_00009068,Bicd2
bf_00008220,Fezf2
bf_00008220,Fezf1
bf_00008254,Syn2
bf_00008254,Syn1
bf_00008254,Syn3
bf_00007742,Pdcl
bf_00007742,Pdc
bf_00007814,Cadps2
bf_00007814,Cadps
bf_00007845,9330182L06Rik
bf_00007845,5330417C22Rik
bf_00008546,Cfp
bf_00008578,Erc2
bf_00008578,Erc1
bf_00008589,Cacna2d2
bf_00008589,Cacna2d1
bf_00008060,Ahcyl1
bf_00008060,Ahcyl2
bf_00008051,Plxnb3
bf_00008051,Plxnb2
bf_00008678,Wnt2
bf_00008678,Wnt2b
bf_00008677,St7
bf_00008677,St7l
bf_00008666,Wnk4
bf_00008666,Wnk3
bf_00008710,Nuak2
bf_00008710,Nuak1
bf_00008490,Mapkapk3
bf_00008490,Mapkapk2
bf_00008492,Dock3
bf_00008492,Dock4
bf_00008474,Chst11
bf_00008474,Chst13
bf_00008477,Grm2
bf_00008477,Grm3
bf_00016448,Bcl7a
bf_00016448,Bcl7b
bf_00017000,Vps37c
bf_00017000,Vps37b
bf_00016807,Abr
bf_00016807,Bcr
bf_00016835,Kctd10
bf_00016835,Kctd13
bf_00016835,Tnfaip1
bf_00016846,Smtnl2
bf_00016846,Smtnl1
bf_00017417,Orai2
bf_00017417,Orai1
bf_00017415,Tmem120b
bf_00017415,Tmem120a
bf_00017365,Rab36
bf_00017365,Rab34
bf_00017554,Tbx3
bf_00017554,Tbx2
bf_00016683,Sbno1
bf_00016683,Sbno2
bf_00016593,Hip1
bf_00016593,Hip1r
bf_00016571,Hnf1a
bf_00016571,Hnf1b
bf_00017650,Osbp2
bf_00017650,Osbp
bf_00012707,Fgf2
bf_00012707,Fgf1
bf_00012669,Phka1
bf_00012669,Phka2
bf_00012496,Dach2
bf_00012496,Dach1
bf_00013135,Tef
bf_00013135,Hlf
bf_00013178,Lrba
bf_00013178,Nbea
bf_00012893,Gab1
bf_00012893,Gab2
bf_00013246,Cables2
bf_00013246,Cables1
bf_00012535,Lrmp
bf_00012535,Mrvi1
bf_00012358,Timm8b
bf_00011157,Gfi1b
bf_00011157,Gfi1
bf_00011233,Ccdc151
bf_00011236,Ccdc183
bf_00011240,Sec16b
bf_00011240,Sec16a
bf_00011338,Ppip5k2
bf_00011338,Ppip5k1
bf_00011808,Uck1
bf_00011808,Uck2
bf_00011579,Fam69a
bf_00011579,Fam69b
bf_00011505,Rabgap1l
bf_00011505,Rabgap1
bf_00011489,Atp6v1g1
bf_00011489,Atp6v1g2
bf_00011489,Atp6v1g3
bf_00012157,Gpsm1
bf_00012157,Gpsm2
bf_00011701,St6galnac4
bf_00011701,St6galnac3
bf_00011894,Slc27a4
bf_00011894,Slc27a1
bf_00011295,Rc3h2
bf_00011295,Rc3h1
bf_00011355,Ddr1
bf_00011355,Ddr2
bf_00011394,Zbtb25
bf_00011394,Zbtb2
bf_00011409,Nrarp
bf_00011409,Ppp1r27
bf_00011416,Nr5a1
bf_00011416,Nr5a2
bf_00012239,Astn1
bf_00012239,Astn2
bf_00012270,Pappa2
bf_00012270,Pappa
bf_00009608,Atxn1l
bf_00009608,Atxn1
bf_00009620,Pmepa1
bf_00009620,Ldlrad4
bf_00010310,Zfpm1
bf_00010310,Zfpm2
bf_00010565,Cdca8
bf_00009479,Adcy2
bf_00009479,Adcy7
bf_00009473,Ptpn1
bf_00009473,Ptpn2
bf_00009465,Spire1
bf_00009465,Spire2
bf_00009463,Vapa
bf_00009463,Vapb
bf_00009293,Wasl
bf_00009293,Was
bf_00009763,Foxf2
bf_00009763,Foxf1
bf_00009796,1600014C10Rik
bf_00010057,Lsm14a
bf_00010057,Lsm14b
bf_00010028,Zdhhc7
bf_00010028,Zdhhc3
bf_00010154,Hnf4a
bf_00010154,Hnf4g
bf_00010404,Wtip
bf_00010404,Limd1
bf_00010419,Plcg2
bf_00010419,Plcg1
bf_00010180,Calb1
bf_00010180,Calb2
bf_00010184,Fhod1
bf_00010184,Fhod3
bf_00010216,Abhd4
bf_00010216,Abhd5
bf_00010841,Gnas
bf_00010841,Gnal
bf_00015317,Carhsp1
bf_00015317,Csdc2
bf_00015192,Fuca1
bf_00015192,Fuca2
bf_00015788,Pdia2
bf_00015788,P4hb
bf_00015979,Prkar1b
bf_00015979,Prkar1a
bf_00015978,Sdr42e1
bf_00015978,Gm5737
bf_00016047,Sbk1
bf_00016047,Sbk3
bf_00015916,Fscn1
bf_00015916,Fscn2
bf_00015243,Aatk
bf_00015243,Lmtk2
bf_00015256,Wipi2
bf_00015256,Wipi1
bf_00015279,Rab11fip3
bf_00015279,Rab11fip4
bf_00015076,Foxk1
bf_00015076,Foxk2
bf_00015768,Enthd2
bf_00015768,Atp5j2
bf_00015748,Sstr5
bf_00015748,Sstr2
bf_00015719,Tmem184a
bf_00015719,Tmem184b
bf_00015685,Sdk1
bf_00015685,Sdk2
bf_00015654,Cdr2l
bf_00015654,Cdr2
bf_00016127,Rnf157
bf_00016127,Mgrn1
bf_00016126,Ubald2
bf_00016126,Ubald1
bf_00015376,Usp43
bf_00015376,Usp31
bf_00015161,Epn3
bf_00015161,Epn2
bf_00015096,Mmd
bf_00015096,Mmd2
bf_00016147,Luc7l2
bf_00016147,Luc7l
bf_00016146,Wfikkn1
bf_00016146,Wfikkn2
bf_00015418,Tvp23b
bf_00015418,Tvp23a
bf_00015428,Cacng7
bf_00015428,Cacng5
bf_00015484,Ndel1
bf_00015484,Nde1
bf_00015488,Slc9a3r1
bf_00015488,Slc9a3r2
bf_00016305,Rhot2
bf_00016305,Rhot1
bf_00015797,Fkbp1b
bf_00015797,Fkbp1a
bf_00015555,Gna12
bf_00015555,Gna13
bf_00015529,Tom1
bf_00015529,Tom1l2
bf_00002804,Mapre3
bf_00002804,Mapre1
bf_00013676,Impg1
bf_00013676,Impg2
bf_00019040,Gngt1
bf_00019040,Gng11
bf_00019040,Gngt2
bf_00026352,Abi1
bf_00026352,Abi2
bf_00005097,D430041D05Rik
bf_00005097,D630045J12Rik
bf_00000198,Btbd3
bf_00000198,Btbd6
bf_00001646,Adora2b
bf_00001646,Adora2a
bf_00001791,Rab1b
bf_00001791,Rab1a
bf_00008739,Lrrn3
bf_00008739,Lrrn1
bf_00010608,Hsfy2
bf_00003619,Slc2a10
bf_00003619,Slc2a12
bf_00003229,Trhr
bf_00003229,Trhr2
bf_00003737,Sacs
bf_00002059,Trpm3
bf_00002059,Trpm1
bf_00002138,Pde8b
bf_00002138,Pde8a
bf_00002202,Smap2
bf_00002202,Smap1
bf_00002205,Esco1
bf_00002205,Esco2
bf_00003649,Nol4
bf_00003649,Nol4l
bf_00002603,Eya1
bf_00002603,Eya4
bf_00002519,Greb1
bf_00002519,Greb1l
bf_00003571,Cib3
bf_00003571,Cib2
bf_00003541,Macf1
bf_00003541,Dst
bf_00003509,Agtpbp1
bf_00003509,Agbl1
bf_00003378,Tmem74
bf_00003378,Tmem74b
bf_00003885,Gareml
bf_00003885,Garem
bf_00003936,Kcnb2
bf_00003936,Kcnb1
bf_00002708,Rax
bf_00002711,Scamp2
bf_00002711,Scamp1
bf_00002714,Ap3b2
bf_00002714,Ap3b1
bf_00003676,Stap1
bf_00003676,Stap2
bf_00003681,Snx2
bf_00003681,Snx1
bf_00003701,Sord
bf_00002628,Gatad2a
bf_00002628,Gatad2b
bf_00002403,Lmnb2
bf_00002403,Lmnb1
bf_00002748,Pygo2
bf_00002748,Pygo1
bf_00002451,Serf1
bf_00002451,Serf2
bf_00003946,Grhl1
bf_00003946,Grhl2
bf_00002796,Mbd3
bf_00002796,Mbd2
bf_00002802,Slc24a2
bf_00002802,Slc24a1
bf_00002858,Fbxo25
bf_00002858,Fbxo32
bf_00002868,Isl2
bf_00002868,Isl1
bf_00002881,Cdca7
bf_00002881,Cdca7l
bf_00002907,Jmy
bf_00002907,Whamm
bf_00002918,Polr3gl
bf_00002918,Polr3g
bf_00002932,Arfgef1
bf_00002932,Arfgef2
bf_00002958,Zfr
bf_00002958,Zfr2
bf_00003065,Lysmd4
bf_00003065,Lysmd3
bf_00003069,Map2k1
bf_00003069,Map2k2
bf_00003195,Ell
bf_00003195,Ell2
bf_00003181,Snx33
bf_00003181,Snx18
bf_00002977,Dennd4a
bf_00002977,Dennd4c
bf_00002969,St8sia2
bf_00002969,St8sia4
bf_00003843,Golph3l
bf_00003843,Golph3
bf_00003127,Btbd1
bf_00003127,Btbd2
bf_00003145,Otud7b
bf_00003145,Otud7a
bf_00003088,Adamts7
bf_00003088,Adamts12
bf_00017782,Slc9a6
bf_00017782,Slc9a9
bf_00017872,Senp3
bf_00017872,Senp5
bf_00017879,Atg4b
bf_00017879,Atg4a
bf_00017918,Uggt2
bf_00017918,Uggt1
bf_00017923,Fam124a
bf_00017923,Fam124b
bf_00018773,Dzip1l
bf_00018773,Dzip1
bf_00018777,Ccdc67
bf_00018777,Cep63
bf_00018800,Ctrb1
bf_00018841,Gatsl3
bf_00018841,Gatsl2
bf_00018441,Aspa
bf_00018441,Acy3
bf_00018081,Zic1
bf_00018081,Zic4
bf_00018075,Lamp2
bf_00018075,Lamp1
bf_00018057,Kpna3
bf_00018057,Kpna4
bf_00018019,Fam43b
bf_00018019,Fam43a
bf_00017988,Ghsr
bf_00017963,Ddx26b
bf_00017963,Ints6
bf_00018630,Tspan6
bf_00018630,Tspan7
bf_00018625,Dnajc19
bf_00018625,Dnajc19-ps
bf_00018625,Dnajc15
bf_00018321,Lrch2
bf_00018321,Lrch1
bf_00018329,Rcbtb2
bf_00018329,Rcbtb1
bf_00018223,Farp2
bf_00018223,Farp1
bf_00018267,Cul4a
bf_00018267,Cul4b
bf_00018277,Upf3a
bf_00018277,Upf3b
bf_00018231,Rasa3
bf_00018231,Rasa2
bf_00018211,Fam122b
bf_00018211,Fam122a
bf_00018453,Agfg1
bf_00018453,Agfg2
bf_00006069,Ddit4
bf_00006069,Ddit4l
bf_00018530,Nck1
bf_00018530,Nck2
bf_00018506,Nt5dc3
bf_00018506,Nt5dc2
bf_00008654,Mcm10
bf_00020503,Sco1
bf_00020503,Sco2
bf_00020245,Prkcz
bf_00020245,Prkci
bf_00020342,Mfn2
bf_00020342,Mfn1
bf_00020634,Trp73
bf_00020634,Trp63
bf_00021114,Slc25a35
bf_00021114,Slc25a34
bf_00021120,Gigyf1
bf_00021120,Gigyf2
bf_00021131,Vax1
bf_00021131,Vax2
bf_00020969,Mlf1
bf_00020969,Mlf2
bf_00021000,Ap2b1
bf_00021000,Ap1b1
bf_00021015,Glt8d1
bf_00021015,Glt8d2
bf_00021054,Ccnl1
bf_00021054,Ccnl2
bf_00020717,Clstn2
bf_00020717,Clstn1
bf_00020751,Actl6a
bf_00020751,Actl6b
bf_00020740,Gapdhs
bf_00020740,Gapdh-ps15
bf_00020740,Gapdh
bf_00020909,Pik3cb
bf_00020909,Pik3cd
bf_00006351,Inmt
bf_00006351,Nnmt
bf_00013968,Ccdc28a
bf_00013968,Ccdc28b
bf_00014471,Eva1c
bf_00014475,Ctps2
bf_00014475,Ctps
bf_00014446,Pdha1
bf_00014446,Pdha2
bf_00014441,Sh3kbp1
bf_00014441,Cd2ap
bf_00014433,Wasf3
bf_00014285,Usp45
bf_00014285,Usp16
bf_00013940,Cep85
bf_00013940,Cep85l
bf_00013790,Zc3h12d
bf_00013790,Zc3h12a
bf_00013755,Dmd
bf_00013755,Utrn
bf_00013839,Mgst3
bf_00013824,Inpp5b
bf_00013824,Ocrl
bf_00014120,Rbbp4
bf_00014120,Rbbp7
bf_00014339,Syncrip
bf_00014339,Hnrnpr
bf_00014956,Lats2
bf_00014956,Lats1
bf_00014616,Nckap1
bf_00014616,Nckap1l
bf_00014600,Popdc2
bf_00014600,Popdc3
bf_00014533,Agpat4
bf_00014533,Agpat3
bf_00014544,Maneal
bf_00014544,Manea
bf_00013670,Cdk8
bf_00013670,Cdk19
bf_00014742,Sytl5
bf_00014742,Sytl4
bf_00014486,Fam162b
bf_00014486,Fam162a
bf_00014941,Katna1
bf_00014941,Katnal1
bf_00014847,Snx12
bf_00014847,Snx3
bf_00014824,Rnf6
bf_00014824,Rlim
bf_00022557,Fkbp7
bf_00022557,Fkbp14
bf_00023354,Actr3b
bf_00023354,Actr3
bf_00023068,Sgca
bf_00023068,Sgce
bf_00023040,Top2b
bf_00023040,Top2a
bf_00022988,N4bp2l1
bf_00022988,Cnp
bf_00022940,Tyw5
bf_00022932,Wnt3
bf_00022932,Wnt3a
bf_00022920,Dpp4
bf_00022920,Fap
bf_00022870,Nbeal1
bf_00022870,Nbeal2
bf_00022842,Myo3b
bf_00022842,Myo3a
bf_00023121,Ccny
bf_00023121,Ccnyl1
bf_00023122,Usp29
bf_00023122,Usp26
bf_00023122,Usp37
bf_00023454,Eif1b
bf_00023454,Eif1
bf_00020081,BC031181
bf_00022814,Dpp10
bf_00022814,Dpp6
bf_00021393,Stk17b
bf_00021409,Myo1d
bf_00021409,Myo1g
bf_00022325,Idi2
bf_00022325,Idi1
bf_00022325,Gm38481
bf_00022209,Glb1
bf_00022209,Glb1l
bf_00022505,Galnt1
bf_00022505,Galnt13
bf_00022030,Crtap
bf_00022030,P3h4
bf_00021769,Acbd7
bf_00021769,Dbi
bf_00021735,Pou6f2
bf_00021735,Pou6f1
bf_00021618,Nmt2
bf_00021618,Nmt1
bf_00021599,Rapgef3
bf_00021599,Rapgef4
bf_00021894,Fus
bf_00021894,Taf15
bf_00021976,Nfkbid
bf_00021976,Nfkbiz
bf_00022180,Rnd2
bf_00022180,Rnd3
bf_00022171,Cdk12
bf_00022171,Cdk13
bf_00022125,Tra2b
bf_00022125,Tra2a
bf_00022127,Insig1
bf_00022127,Insig2
bf_00022105,Eaf2
bf_00022105,Eaf1
bf_00022063,Lrrfip1
bf_00022063,Lrrfip2
bf_00018962,Sgtb
bf_00018962,Sgta
bf_00019023,Pgm2
bf_00019023,Pgm5
bf_00019007,Ttc39b
bf_00019007,Ttc39a
bf_00019078,Leprot
bf_00019078,Leprotl1
bf_00019110,Inadl
bf_00019110,Mpdz
bf_00019468,Gm39501
bf_00019468,Dbf4
bf_00019496,Zfyve9
bf_00019496,Zfyve16
bf_00020138,Zcchc11
bf_00020138,Zcchc6
bf_00019811,Zap70
bf_00019811,Syk
bf_00019817,Ap1m1
bf_00019817,Ap1m2
bf_00019820,Lrp8
bf_00019820,Ldlr
bf_00019866,Cbwd1
bf_00007033,Mccc2
bf_00019893,Syde1
bf_00019893,Syde2
bf_00019898,Ptch2
bf_00019898,Ptch1
bf_00019904,Toporsl
bf_00019904,Topors
bf_00019911,Mknk1
bf_00019911,Mknk2
bf_00019943,Tecr
bf_00019614,Raver1
bf_00019614,Raver2
bf_00019433,Tek
bf_00019433,Tie1
bf_00019429,Prkaa2
bf_00019429,Prkaa1
bf_00019406,Ak4
bf_00019406,Ak3
bf_00019575,Btf3
bf_00019575,Btf3l4
bf_00019584,Fcho1
bf_00019584,Fcho2
bf_00006177,Eif4ebp2
bf_00006177,Eif4ebp1
bf_00006134,Sec24d
bf_00006134,Sec24c
bf_00006138,Sec24a
bf_00006138,Sec24b
bf_00006098,1-Mar
bf_00006098,8-Mar
bf_00005989,Nfkb2
bf_00005989,Nfkb1
bf_00006408,Fnip2
bf_00006408,Fnip1
bf_00006356,Mob1a
bf_00006356,Mob1b
bf_00006052,Fstl5
bf_00006052,Fstl4
bf_00006671,Sec31b
bf_00006671,Sec31a
bf_00006234,Wdfy3
bf_00006234,Wdfy4
bf_00006791,Cds2
bf_00006791,Cds1
bf_00007720,Gfpt1
bf_00007720,Gfpt2
bf_00006525,Ing2
bf_00006525,Ing1
bf_00006517,Ankrd17
bf_00006517,Ankhd1
bf_00006496,Erlin1
bf_00006496,Erlin2
bf_00006472,Gprin1
bf_00006472,Gprin2
bf_00006434,Klhl2
bf_00006434,Klhl3
bf_00006544,Pitx3
bf_00006544,Pitx2
bf_00006560,Fam13a
bf_00006560,Fam13b
bf_00007700,Ikbkb
bf_00007700,Chuk
bf_00007706,Etnppl
bf_00007706,Phykpl
bf_00006067,H2afz
bf_00006067,H2afv
bf_00006701,Mthfd2l
bf_00006701,Mthfd2
bf_00006702,Rufy2
bf_00006702,Rufy1
bf_00006734,Csgalnact2
bf_00006734,Csgalnact1
bf_00006743,Tspan5
bf_00006743,Tspan17
bf_00006748,Kat2b
bf_00006748,Kat2a
bf_00006750,Mypn
bf_00006750,Palld
bf_00006763,Kat6a
bf_00006763,Kat6b
bf_00006692,Zmiz1
bf_00006692,Zmiz2
bf_00006321,Kcnma1
bf_00006321,Kcnu1
bf_00006314,Zfp503
bf_00006314,Zfp703
bf_00025745,Chn1
bf_00025745,Chn2
bf_00026445,Slc25a12
bf_00026445,Slc25a13
bf_00026584,Fbxl2
bf_00026584,Fbxl20
bf_00026394,Pex11b
bf_00026394,Pex11a
bf_00025968,Slc25a39
bf_00025968,Slc25a40
bf_00026550,Stat5a
bf_00026550,Stat5b
bf_00025937,Sec61g
bf_00025937,Gm4184
bf_00025937,Gm15266
bf_00025937,Gm30534
bf_00025937,LOC102637269
bf_00025918,Arhgap5
bf_00025918,Arhgap35
bf_00026185,Upp1
bf_00026185,Upp2
bf_00026165,Asb1
bf_00026165,Asb12
bf_00026122,Skap1
bf_00026122,Skap2
bf_00026128,Hoxa1
bf_00026128,Hoxb1
bf_00026129,Hoxa2
bf_00026129,Hoxb2
bf_00026135,Hoxa7
bf_00026135,Hoxb7
bf_00026351,Lmbr1
bf_00026351,Lmbr1l
bf_00026082,Osbpl10
bf_00026082,Osbpl11
bf_00023467,Dgki
bf_00023467,Dgkz
bf_00023493,Dusp16
bf_00023493,Dusp8
bf_00023512,Nkiras2
bf_00023512,Nkiras1
bf_00023554,Terf1
bf_00023554,Terf2
bf_00023583,Celf1
bf_00023583,Celf2
bf_00024239,Tbk1
bf_00024239,Ikbke
bf_00024234,Ppp6r3
bf_00024234,Ppp6r2
bf_00024149,Hormad1
bf_00024149,Hormad2
bf_00024133,Wee1
bf_00024133,Wee2
bf_00024126,Nell1
bf_00024126,Nell2
bf_00024086,Rab3ip
bf_00024086,Rab3il1
bf_00024047,Arhgap8
bf_00024047,Arhgap1
bf_00023957,Dennd5a
bf_00023957,Dennd5b
bf_00023954,Ucp2
bf_00023954,Ucp3
bf_00023760,Eps8
bf_00023760,Eps8l2
bf_00023794,Slc37a2
bf_00023794,Slc37a1
bf_00023901,Git2
bf_00023901,Git1
bf_00024551,Irs1
bf_00024589,Osr1
bf_00024589,Osr2
bf_00024883,Atp6v1c1
bf_00024883,Atp6v1c2
bf_00025135,Rad21
bf_00025135,Rad21l
bf_00025233,Hmgcl
bf_00025233,Hmgcll1
bf_00025237,Pum2
bf_00025237,Pum1
bf_00025164,Kcnq4
bf_00025164,Kcnq5
bf_00025205,Rpl7l1
bf_00025205,Rpl7
bf_00024615,Apoo
bf_00024615,Apool
bf_00025259,Hey1
bf_00025259,Hey2
bf_00025435,Rbm24
bf_00025435,Rbm38
bf_00025429,Cap2
bf_00025429,Cap1
bf_00025419,Kif21b
bf_00025419,Kif21a
bf_00025271,E2f6
bf_00025271,E2f2
bf_00024911,Sulf2
bf_00024911,Sulf1
bf_00025038,Kif13a
bf_00025038,Kif13b
bf_00024659,Stam2
bf_00024659,Stam
bf_00024647,Hacd2
bf_00024647,Hacd1
bf_00024831,Sdc2
bf_00024831,Sdc4
bf_00025361,Sntg2
bf_00025361,Sntg1
bf_00025292,Tmcc2
bf_00025292,Tmcc3
bf_00025412,Arhgap18
bf_00025412,Arhgap28
bf_00004063,Osbpl8
bf_00004063,Osbpl5
bf_00003965,Zdhhc17
bf_00003965,Zdhhc13
bf_00004037,Gys1
bf_00004037,Gys2
bf_00004118,Sbf2
bf_00004118,Sbf1
bf_00005335,Sh3pxd2a
bf_00005335,Sh3pxd2b
bf_00005262,Ifih1
bf_00005262,Dhx58
bf_00005214,Sec23ip
bf_00005214,Ddhd2
bf_00005183,Exoc6
bf_00005183,Exoc6b
bf_00004649,Pi4k2a
bf_00004649,Pi4k2b
bf_00004650,Depdc1a
bf_00004650,Depdc1b
bf_00004662,Fam175b
bf_00004662,Fam175a
bf_00004688,Kif20a
bf_00004694,Nkx6-2
bf_00004694,Nkx6-1
bf_00004779,Avp
bf_00004779,Oxt
bf_00004802,Entpd7
bf_00004802,Entpd4
bf_00004802,Gm21685
bf_00005529,Tbc1d2
bf_00005529,Tbc1d2b
bf_00005524,Htr7
bf_00005465,Pacsin2
bf_00005465,Pacsin1
bf_00005463,Tbc1d14
bf_00005463,Tbc1d12
bf_00005353,Slit3
bf_00005353,Slit2
bf_00005041,Brsk2
bf_00005041,Brsk1
bf_00004960,Sh3tc2
bf_00004960,Sh3tc1
bf_00004945,Prlhr
bf_00004611,Kdelc2
bf_00004611,Kdelc1
bf_00004602,Pnpla2
bf_00004602,Pnpla3
bf_00004572,Suv420h2
bf_00004572,Suv420h1
bf_00005867,Golga7
bf_00005867,Golga7b
bf_00005870,Tnks2
bf_00005870,Tnks
bf_00005872,Cpeb2
bf_00005872,Cpeb3
bf_00005874,Slc25a37
bf_00005874,Slc25a28
bf_00004390,Tspan11
bf_00004390,Cd151
bf_00004389,Prmt8
bf_00004389,Prmt1
bf_00004329,Sox6
bf_00004329,Sox5
bf_00004352,Nucb1
bf_00004352,Nucb2
bf_00004312,Lrp6
bf_00004312,Lrp5
bf_00004227,Large
bf_00004227,Gyltl1b
bf_00004440,Slc30a10
bf_00004440,Slc30a1
bf_00007640,Lysmd2
bf_00007640,Lysmd1
bf_00007593,Tmem161b
bf_00007593,Tmem161a
bf_00007064,Vps13c
bf_00007064,Vps13a
bf_00007056,Fam189a1
bf_00007056,Fam189a2
bf_00006968,Aco1
bf_00006968,Ireb2
bf_00006941,Man2a2
bf_00006941,Man2a1
bf_00006935,Dnaja4
bf_00006935,Dnaja1
bf_00007675,Tmod1
bf_00007675,Tmod4
bf_00007255,Hmg20b
bf_00007255,Hmg20a
