amph_id,zebrafish_id,zebrafish_name
bf_00014387,ENSDARG00000002026,qkib
bf_00018232,ENSDARG00000061110,zbtb44
bf_00005304,ENSDARG00000092380,ENSDARG00000092380
bf_00002363,ENSDARG00000053204,snx22
bf_00018560,ENSDARG00000077653,rabl6b
bf_00010618,ENSDARG00000021048,clptm1l
bf_00004938,ENSDARG00000026170,hps1
bf_00021765,ENSDARG00000020363,snrnp25
bf_00007694,ENSDARG00000059948,si:dkey-121b10.7
bf_00003797,ENSDARG00000077442,tubgcp5
bf_00002578,ENSDARG00000114991,tmem14cb
bf_00010372,ENSDARG00000032117,ddx1
bf_00011098,ENSDARG00000056717,vars2
bf_00004961,ENSDARG00000023279,psmd4b
bf_00008578,ENSDARG00000009941,erc1a
bf_00013568,ENSDARG00000059244,arfip2a
bf_00002209,ENSDARG00000031875,trpa1b
bf_00023898,ENSDARG00000102403,cry2
bf_00022171,ENSDARG00000076791,cdk13
bf_00003312,ENSDARG00000036924,tatdn1
bf_00025018,ENSDARG00000041944,adat2
bf_00004779,ENSDARG00000042845,oxt
bf_00005996,ENSDARG00000091836,casp7
bf_00021535,ENSDARG00000071211,C11H1orf50
bf_00000356,ENSDARG00000100231,ccdc135
bf_00007825,ENSDARG00000059409,abcd2
bf_00000247,ENSDARG00000039820,mea1
bf_00005228,ENSDARG00000039005,trappc1
bf_00018773,ENSDARG00000000943,dzip1
bf_00011298,ENSDARG00000018871,henmt1
bf_00021867,ENSDARG00000099348,CU469503.1
bf_00020814,ENSDARG00000101752,plekhg5b
bf_00007101,ENSDARG00000059812,sin3ab
bf_00011477,ENSDARG00000096651,gpr108
bf_00021951,ENSDARG00000031387,cers4a
bf_00004934,ENSDARG00000114649,LO018106.1
bf_00017476,ENSDARG00000006062,akap1b
bf_00009608,ENSDARG00000086977,atxn1l
bf_00004860,ENSDARG00000044567,ttc1
bf_00014482,ENSDARG00000063056,tulp4b
bf_00005800,ENSDARG00000078805,ap5b1
bf_00015958,ENSDARG00000045160,msrb1b
bf_00014528,ENSDARG00000042520,UTP14C
bf_00010413,ENSDARG00000021905,derl1
bf_00023071,ENSDARG00000113438,CR318624.2
bf_00018797,ENSDARG00000078751,tpp2
bf_00014426,ENSDARG00000100718,me2
bf_00024121,ENSDARG00000006766,snd1
bf_00026153,ENSDARG00000001818,c3b.2
bf_00021714,ENSDARG00000028715,mindy3
bf_00017787,ENSDARG00000102216,dlg1l
bf_00006687,ENSDARG00000076449,kbtbd13
bf_00022330,ENSDARG00000090039,reck
bf_00011156,ENSDARG00000067979,gtf3c5
bf_00022533,ENSDARG00000069111,ikzf2
bf_00018416,ENSDARG00000098221,st8sia1
bf_00005889,ENSDARG00000070955,hmx3a
bf_00012946,ENSDARG00000003845,chm
bf_00015997,ENSDARG00000007807,cyth3a
bf_00007720,ENSDARG00000044094,gfpt2
bf_00012236,ENSDARG00000039459,qsox1
bf_00010121,ENSDARG00000005026,tshz1
bf_00015631,ENSDARG00000105318,hist1h4l
bf_00017536,ENSDARG00000103981,bhlha9
bf_00000857,ENSDARG00000086618,psma3
bf_00012835,ENSDARG00000078447,tctn1
bf_00009717,ENSDARG00000101332,uba2
bf_00005538,ENSDARG00000070603,hspa12a
bf_00007654,ENSDARG00000059432,fsd1l
bf_00017796,ENSDARG00000075859,mcf2la
bf_00002043,ENSDARG00000039974,rai14
bf_00013538,ENSDARG00000037309,gatb
bf_00016997,ENSDARG00000078618,inpp5kb
bf_00024059,ENSDARG00000100478,TULP1
bf_00020517,ENSDARG00000068149,tprg1l
bf_00004691,ENSDARG00000016048,gpat3
bf_00010841,ENSDARG00000075850,gnal2
bf_00006412,ENSDARG00000069397,zswim8
bf_00000263,ENSDARG00000022550,gxylt1b
bf_00006800,ENSDARG00000057075,lamtor3
bf_00001013,ENSDARG00000101364,wfikkn1
bf_00002720,ENSDARG00000074314,ttc37
bf_00008674,ENSDARG00000008237,sars1
bf_00010865,ENSDARG00000068369,angptl2b
bf_00005701,ENSDARG00000061143,tapt1b
bf_00000922,ENSDARG00000090309,ubxn1
bf_00016664,ENSDARG00000052450,hspb2
bf_00007922,ENSDARG00000029075,pfkfb4b
bf_00008255,ENSDARG00000102617,timp4.2
bf_00008864,ENSDARG00000045527,nr2c1
bf_00024107,ENSDARG00000102645,usp47
bf_00022331,ENSDARG00000014763,arf2a
bf_00006993,ENSDARG00000102069,neo1b
bf_00001791,ENSDARG00000029663,rab1ab
bf_00024778,ENSDARG00000030139,sdhdb
bf_00016348,ENSDARG00000089888,daglb
bf_00021492,ENSDARG00000061580,kctd7
bf_00007751,ENSDARG00000053917,alg10
bf_00022842,ENSDARG00000010186,myo3a
bf_00017926,ENSDARG00000020447,tmtc4
bf_00009332,ENSDARG00000012199,gpt2
bf_00000123,ENSDARG00000032126,scg5
bf_00019595,ENSDARG00000005364,grin3ba
bf_00016379,ENSDARG00000004616,mtmr2
bf_00010537,ENSDARG00000105225,KCTD15
bf_00002554,ENSDARG00000086856,stk35
bf_00024979,ENSDARG00000102308,ttc39c
bf_00009620,ENSDARG00000054941,ldlrad4b
bf_00007154,ENSDARG00000075800,calml4a
bf_00011808,ENSDARG00000022218,uck1
bf_00000548,ENSDARG00000079659,wdr53
bf_00025261,ENSDARG00000061713,tpd52
bf_00019334,ENSDARG00000101534,rab3db
bf_00018648,ENSDARG00000010662,fbxo36a
bf_00006497,ENSDARG00000031702,prkg1b
bf_00005207,ENSDARG00000114022,WDR1
bf_00004711,ENSDARG00000092609,aup1
bf_00026120,ENSDARG00000036675,hnrnpa1b
bf_00015520,ENSDARG00000096307,cacna1ib
bf_00002156,ENSDARG00000005549,znf710b
bf_00018880,ENSDARG00000060554,mut
bf_00011186,ENSDARG00000057529,itpa
bf_00017267,ENSDARG00000073917,b3glcta
bf_00006709,ENSDARG00000041858,ren
bf_00020842,ENSDARG00000002790,ap2m1a
bf_00018513,ENSDARG00000071492,fbxo45
bf_00001074,ENSDARG00000061372,cog7
bf_00018575,ENSDARG00000025891,shox
bf_00019462,ENSDARG00000074129,edem3
bf_00001756,ENSDARG00000074184,arhgap32b
bf_00019396,ENSDARG00000021550,rad23b
bf_00022814,ENSDARG00000024744,dpp6b
bf_00015418,ENSDARG00000001804,zgc:112148
bf_00020663,ENSDARG00000052099,agxta
bf_00013670,ENSDARG00000043858,cdk19
bf_00012358,ENSDARG00000055708,timm8b
bf_00007207,ENSDARG00000088567,vps72b
bf_00000872,ENSDARG00000055133,cenpf
bf_00000354,ENSDARG00000055787,dzank1
bf_00018851,ENSDARG00000013928,plekhb2
bf_00011781,ENSDARG00000007430,prdm12b
bf_00013824,ENSDARG00000078106,ocrl
bf_00011890,ENSDARG00000078302,brinp1
bf_00013201,ENSDARG00000099528,dus3l
bf_00012945,ENSDARG00000014587,slc38a5b
bf_00013992,ENSDARG00000074424,ibtk
bf_00009851,ENSDARG00000017606,sys1
bf_00016917,ENSDARG00000101618,ube2c
bf_00019577,ENSDARG00000074889,CT025742.1
bf_00003843,ENSDARG00000036943,golph3l
bf_00016613,ENSDARG00000102272,coro6
bf_00007859,ENSDARG00000101471,fgd4a
bf_00000135,ENSDARG00000105156,egln1b
bf_00009959,ENSDARG00000007418,chmp4c
bf_00018605,ENSDARG00000018342,ggt1b
bf_00015559,ENSDARG00000037760,uncx4.1
bf_00016945,ENSDARG00000037894,ezh1
bf_00023739,ENSDARG00000099821,tymp
bf_00000213,ENSDARG00000042344,trmt6
bf_00019448,ENSDARG00000074456,setd9
bf_00012380,ENSDARG00000101270,klhl8
bf_00018651,ENSDARG00000055470,cdc16
bf_00001633,ENSDARG00000100826,hif1al
bf_00006312,ENSDARG00000057166,lrmda
bf_00004631,ENSDARG00000004948,bccip
bf_00006509,ENSDARG00000059459,C5H2orf68
bf_00003913,ENSDARG00000069615,ckmt2a
bf_00012264,ENSDARG00000104815,lmx1ba
bf_00025212,ENSDARG00000034504,lmo1
bf_00017374,ENSDARG00000003963,traf4a
bf_00009755,ENSDARG00000076225,tha1
bf_00008596,ENSDARG00000076495,vwc2
bf_00000301,ENSDARG00000071357,map4k3b
bf_00010445,ENSDARG00000061723,tmem64
bf_00001311,ENSDARG00000098059,fkbp3
bf_00012847,ENSDARG00000003631,clockb
bf_00010279,ENSDARG00000018814,esrp2
bf_00001883,ENSDARG00000032816,tm7sf2
bf_00000296,ENSDARG00000098915,si:ch211-216p19.5
bf_00001027,ENSDARG00000087741,asb14b
bf_00000288,ENSDARG00000098526,gpr75
bf_00005055,ENSDARG00000070213,etnk2
bf_00015408,ENSDARG00000021257,eif3d
bf_00014749,ENSDARG00000027169,kpna7
bf_00003282,ENSDARG00000039980,ppt1
bf_00021866,ENSDARG00000014171,bloc1s1
bf_00019786,ENSDARG00000018393,kank2
bf_00000610,ENSDARG00000027087,tgfb2
bf_00000255,ENSDARG00000019144,rab4a
bf_00006040,ENSDARG00000056206,camk2g2
bf_00011569,ENSDARG00000012593,col5a1
bf_00013132,ENSDARG00000103285,CCDC134
bf_00007846,ENSDARG00000099817,tusc2a
bf_00007640,ENSDARG00000091771,lysmd2
bf_00015719,ENSDARG00000104538,tmem184a
bf_00013412,ENSDARG00000079452,rbm46
bf_00019368,ENSDARG00000035290,dmrt3a
bf_00012870,ENSDARG00000098954,stard13b
bf_00015979,ENSDARG00000103800,prkar1b
bf_00025979,ENSDARG00000013128,pdk1
bf_00015754,ENSDARG00000003599,rpl3
bf_00020740,ENSDARG00000039914,gapdhs
bf_00017790,ENSDARG00000058287,gpalpp1
bf_00024775,ENSDARG00000056549,vps26a
bf_00008339,ENSDARG00000079470,cdk17
bf_00002428,ENSDARG00000092979,pias2
bf_00014180,ENSDARG00000041702,rfx6
bf_00023182,ENSDARG00000101980,bmper
bf_00019651,ENSDARG00000062973,ttll7
bf_00000267,ENSDARG00000052387,pou2f3
bf_00008828,ENSDARG00000062817,crym
bf_00011300,ENSDARG00000038977,slc25a24l
bf_00006817,ENSDARG00000090727,celf5b
bf_00021424,ENSDARG00000078392,chpfa
bf_00008684,ENSDARG00000073996,prickle3
bf_00002325,ENSDARG00000104242,dcp2
bf_00024985,ENSDARG00000045371,prdm14
bf_00003345,ENSDARG00000045360,flj11011l
bf_00005204,ENSDARG00000002685,fam113
bf_00005015,ENSDARG00000004843,foxp1a
bf_00009591,ENSDARG00000045785,C25H12orf29
bf_00022221,ENSDARG00000013076,bmi1b
bf_00006468,ENSDARG00000007553,opn4.1
bf_00022244,ENSDARG00000040490,dusp19a
bf_00007350,ENSDARG00000024478,mpc2
bf_00000368,ENSDARG00000100209,prpf39
bf_00014093,ENSDARG00000077179,ccdc83
bf_00003195,ENSDARG00000006251,ell2
bf_00016806,ENSDARG00000035595,ficd
bf_00018963,ENSDARG00000058394,tagln3b
bf_00006857,ENSDARG00000056530,cpamd8
bf_00013966,ENSDARG00000102407,cep97
bf_00003795,ENSDARG00000070849,rps15
bf_00010829,ENSDARG00000033418,gpatch1
bf_00008540,ENSDARG00000041691,bhlhe41
bf_00011625,ENSDARG00000110856,CABZ01020455.1
bf_00024636,ENSDARG00000077371,kcnk15
bf_00014350,ENSDARG00000043157,dnajb13
bf_00019759,ENSDARG00000062049,arhgap45b
bf_00026338,ENSDARG00000006757,klhl41b
bf_00005601,ENSDARG00000113012,CABZ01112050.1
bf_00023971,ENSDARG00000063649,tead3b
bf_00015956,ENSDARG00000103893,srsf2b
bf_00018041,ENSDARG00000034522,rab6ba
bf_00000456,ENSDARG00000016415,dhtkd1
bf_00002577,ENSDARG00000031015,dtna
bf_00011340,ENSDARG00000090617,ctif
bf_00021423,ENSDARG00000055713,fmnl1a
bf_00018252,ENSDARG00000042727,exo5
bf_00005465,ENSDARG00000032865,pacsin1a
bf_00016773,ENSDARG00000013843,sept5a
bf_00017570,ENSDARG00000014292,med15
bf_00001309,ENSDARG00000014532,aida
bf_00023354,ENSDARG00000091138,actr3
bf_00002523,ENSDARG00000019406,C7H11orf68
bf_00005401,ENSDARG00000018891,rnaseh2a
bf_00017375,ENSDARG00000006399,ywhae1
bf_00005992,ENSDARG00000063036,psd2
bf_00008220,ENSDARG00000010270,fezf1
bf_00020825,ENSDARG00000025212,ints11
bf_00001139,ENSDARG00000079973,pus10
bf_00021868,ENSDARG00000056281,cyb561a3a
bf_00019739,ENSDARG00000035390,tnpo1
bf_00012535,ENSDARG00000045574,lrmp
bf_00009973,ENSDARG00000077607,dus2
bf_00020400,ENSDARG00000061566,slc7a3b
bf_00004087,ENSDARG00000038557,anks3
bf_00000400,ENSDARG00000036293,gnb1l
bf_00025783,ENSDARG00000103108,acvr2bb
bf_00006515,ENSDARG00000103428,ogdhb
bf_00010824,ENSDARG00000087659,si:ch211-219a15.3
bf_00015226,ENSDARG00000031757,tmc4
bf_00010130,ENSDARG00000060917,anln
bf_00019503,ENSDARG00000009488,gipc2
bf_00021366,ENSDARG00000019278,GNB4
bf_00019429,ENSDARG00000060596,prkaa1
bf_00019348,ENSDARG00000014420,elavl3
bf_00010053,ENSDARG00000090770,FO834800.1
bf_00002641,ENSDARG00000020642,gtdc1
bf_00016810,ENSDARG00000013795,hps4
bf_00011721,ENSDARG00000079329,cop1
bf_00010008,ENSDARG00000055400,si:dkey-56f14.7
bf_00016626,ENSDARG00000112087,ube2l3a
bf_00007783,ENSDARG00000042469,ndufa12
bf_00010248,ENSDARG00000002760,gdf5
bf_00015904,ENSDARG00000086332,bri3
bf_00005304,ENSDARG00000092625,zgc:174193
bf_00008224,ENSDARG00000021346,pdhb
bf_00001106,ENSDARG00000104491,ampd2a
bf_00012355,ENSDARG00000004433,btk
bf_00010312,ENSDARG00000017562,banp
bf_00026112,ENSDARG00000006786,copz2
bf_00010384,ENSDARG00000020872,nfat5a
bf_00008978,ENSDARG00000051989,tmem187
bf_00011154,ENSDARG00000038397,rpap2
bf_00024123,ENSDARG00000091576,TMEM216
bf_00002885,ENSDARG00000079453,atp8b4
bf_00008599,ENSDARG00000038500,cep41
bf_00017379,ENSDARG00000052897,atxn2
bf_00004691,ENSDARG00000019897,gpat4
bf_00001013,ENSDARG00000012467,spint1b
bf_00012884,ENSDARG00000020595,gnl3l
bf_00004560,ENSDARG00000062000,abtb2b
bf_00005920,ENSDARG00000018004,nkx2.5
bf_00002850,ENSDARG00000006672,fam49a
bf_00014743,ENSDARG00000046132,dynlt3
bf_00023605,ENSDARG00000025332,rbm28
bf_00019723,ENSDARG00000038905,hectd3
bf_00005412,ENSDARG00000038917,rad50
bf_00016941,ENSDARG00000007480,rpe65a
bf_00002199,ENSDARG00000008275,klhl24b
bf_00008258,ENSDARG00000058367,abhd14a
bf_00021732,ENSDARG00000062650,rif1
bf_00000168,ENSDARG00000039299,rdh14a
bf_00009187,ENSDARG00000034173,prkcq
bf_00005830,ENSDARG00000053992,sfi1
bf_00013250,ENSDARG00000062271,slc25a15b
bf_00007363,ENSDARG00000017034,sqor
bf_00019507,ENSDARG00000042728,plaa
bf_00005304,ENSDARG00000092094,si:dkey-112g5.11
bf_00000064,ENSDARG00000037628,trpt1
bf_00008147,ENSDARG00000098280,rbm5
bf_00019413,ENSDARG00000024651,snrpa1
bf_00026121,ENSDARG00000003860,cbx3a
bf_00009366,ENSDARG00000076520,mafb
bf_00011788,ENSDARG00000102566,fam102aa
bf_00007083,ENSDARG00000026068,trappc5
bf_00005505,ENSDARG00000017960,sfxn2
bf_00019229,ENSDARG00000052190,fdx2
bf_00000386,ENSDARG00000061770,abcd4
bf_00004942,ENSDARG00000104434,CABZ01048453.1
bf_00009642,ENSDARG00000052673,sept7b
bf_00008896,ENSDARG00000094892,cenph
bf_00020618,ENSDARG00000041530,ppih
bf_00012910,ENSDARG00000103511,zfand2a
bf_00022777,ENSDARG00000002771,SLC4A5
bf_00025975,ENSDARG00000037062,dhh
bf_00022999,ENSDARG00000104353,nop58
bf_00023044,ENSDARG00000055554,wnt1
bf_00026013,ENSDARG00000070228,cdk6
bf_00002607,ENSDARG00000058372,mcph1
bf_00007146,ENSDARG00000027129,tmem218
bf_00003148,ENSDARG00000003795,idh2
bf_00005218,ENSDARG00000087921,plce1
bf_00014435,ENSDARG00000017067,chordc1b
bf_00013573,ENSDARG00000099313,naga
bf_00003061,ENSDARG00000054666,pgpep1
bf_00000959,ENSDARG00000056119,eef1g
bf_00001146,ENSDARG00000037337,cnrip1b
bf_00003383,ENSDARG00000028973,tekt2
bf_00010416,ENSDARG00000062058,slc12a7b
bf_00024599,ENSDARG00000036060,exosc6
bf_00005332,ENSDARG00000021997,cfap206
bf_00005872,ENSDARG00000100499,cpeb4b
bf_00015810,ENSDARG00000036844,tsen54
bf_00006049,ENSDARG00000099133,UNC5C
bf_00014788,ENSDARG00000056092,si:dkey-12h9.6
bf_00014567,ENSDARG00000109563,LSM10
bf_00021881,ENSDARG00000074921,fam117ba
bf_00020687,ENSDARG00000106158,TP53I3
bf_00015619,ENSDARG00000037838,unkl
bf_00022265,ENSDARG00000075700,zswim2
bf_00018235,ENSDARG00000074266,si:ch1073-314i13.4
bf_00003914,ENSDARG00000063219,ubap2l
bf_00012780,ENSDARG00000003699,atp7a
bf_00003955,ENSDARG00000019973,stk38a
bf_00013255,ENSDARG00000093458,si:dkey-76d14.2
bf_00021389,ENSDARG00000040008,neurod6a
bf_00022106,ENSDARG00000070085,mettl6
bf_00008877,ENSDARG00000052304,uqcrc1
bf_00012906,ENSDARG00000078388,glis2a
bf_00000460,ENSDARG00000059908,si:ch211-217k17.7
bf_00013191,ENSDARG00000105117,sdad1
bf_00017913,ENSDARG00000023815,uvrag
bf_00001989,ENSDARG00000061742,clasrp
bf_00011882,ENSDARG00000003157,nfkbil1
bf_00008504,ENSDARG00000019142,fam185a
bf_00000480,ENSDARG00000056998,kirrel1b
bf_00017121,ENSDARG00000032933,dtx2
bf_00002168,ENSDARG00000058746,ubap1
bf_00019350,ENSDARG00000090503,oma1
bf_00009314,ENSDARG00000037432,haus7
bf_00011966,ENSDARG00000043105,qtrt1
bf_00023069,ENSDARG00000079366,ppp1r9ba
bf_00022902,ENSDARG00000055722,bco2a
bf_00002544,ENSDARG00000056541,nr0b1
bf_00009544,ENSDARG00000036064,cnep1r1
bf_00015484,ENSDARG00000010953,ndel1a
bf_00000428,ENSDARG00000086283,cnsta
bf_00015631,ENSDARG00000111619,hist1h4l
bf_00026143,ENSDARG00000113877,hoxc13b
bf_00014446,ENSDARG00000010555,pdha1b
bf_00009625,ENSDARG00000059503,ACSF3
bf_00015163,ENSDARG00000060089,btaf1
bf_00000301,ENSDARG00000039125,map4k5
bf_00016206,ENSDARG00000033852,mad1l1
bf_00009645,ENSDARG00000006981,ccdc113
bf_00022777,ENSDARG00000013730,slc4a4a
bf_00009063,ENSDARG00000115603,cacna1db
bf_00017548,ENSDARG00000055679,mto1
bf_00002688,ENSDARG00000053505,fbxo22
bf_00005738,ENSDARG00000091723,si:ch211-202f3.4
bf_00002956,ENSDARG00000102147,fem1c
bf_00015096,ENSDARG00000089090,mmd2b
bf_00016803,ENSDARG00000078214,mybbp1a
bf_00016890,ENSDARG00000099306,zgc:175088
bf_00020461,ENSDARG00000071868,znf711
bf_00010095,ENSDARG00000017605,rpp40
bf_00023458,ENSDARG00000000588,grasp
bf_00006004,ENSDARG00000061830,prss12
bf_00007098,ENSDARG00000006025,tp53i11b
bf_00005533,ENSDARG00000045493,slc35e3
bf_00019639,ENSDARG00000098330,spef2
bf_00007166,ENSDARG00000006487,anp32a
bf_00000639,ENSDARG00000041430,bmp2b
bf_00000289,ENSDARG00000104559,tmem63ba
bf_00001344,ENSDARG00000013056,itpk1a
bf_00006138,ENSDARG00000104375,sec24a
bf_00001190,ENSDARG00000075949,prkd1
bf_00001106,ENSDARG00000029952,ampd2b
bf_00001542,ENSDARG00000054220,ap4s1
bf_00018635,ENSDARG00000113111,DGKD
bf_00002633,ENSDARG00000074148,rbpjl
bf_00012466,ENSDARG00000011072,ddx11
bf_00011625,ENSDARG00000035127,rxrab
bf_00016790,ENSDARG00000028539,morc2
bf_00025031,ENSDARG00000059259,pabpc4
bf_00004887,ENSDARG00000103961,poln
bf_00008696,ENSDARG00000078215,rbsn
bf_00023971,ENSDARG00000074321,tead3a
bf_00024247,ENSDARG00000094191,nup37
bf_00008127,ENSDARG00000053447,ppp4r2b
bf_00003277,ENSDARG00000045900,agbl5
bf_00019670,ENSDARG00000074233,pde4bb
bf_00019331,ENSDARG00000030156,naglu
bf_00022086,ENSDARG00000042467,tlk1a
bf_00022446,ENSDARG00000052950,arhgap23a
bf_00000201,ENSDARG00000028393,daam2
bf_00010477,ENSDARG00000023583,coq9
bf_00017361,ENSDARG00000087417,zdhhc5b
bf_00003248,ENSDARG00000075008,pask
bf_00001633,ENSDARG00000034293,hif1ab
bf_00016417,ENSDARG00000035634,rfc5
bf_00007456,ENSDARG00000020467,safb
bf_00010055,ENSDARG00000062530,ASTE1
bf_00008581,ENSDARG00000010445,trabd
bf_00006565,ENSDARG00000067567,SLC6A13
bf_00013132,ENSDARG00000030508,CCDC134
bf_00017377,ENSDARG00000009864,ddx55
bf_00002576,ENSDARG00000014828,l3mbtl1a
bf_00022026,ENSDARG00000102265,smarcal1
bf_00000404,ENSDARG00000077029,bub1
bf_00021361,ENSDARG00000073801,si:dkeyp-104h9.5
bf_00016997,ENSDARG00000093359,inpp5jb
bf_00015444,ENSDARG00000063295,myh9a
bf_00010848,ENSDARG00000107086,PIEZO2
bf_00002332,ENSDARG00000044813,vps33b
bf_00005039,ENSDARG00000023214,mob2a
bf_00023051,ENSDARG00000020028,cps1
bf_00019143,ENSDARG00000043713,asf1bb
bf_00007250,ENSDARG00000009653,lhfpl2a
bf_00001801,ENSDARG00000069496,arl2
bf_00006755,ENSDARG00000078494,adamts14
bf_00022314,ENSDARG00000056672,abcb8
bf_00025134,ENSDARG00000015990,hcfc1a
bf_00014703,ENSDARG00000044016,myo6a
bf_00020305,ENSDARG00000044325,zgc:193690
bf_00019914,ENSDARG00000004937,skp2
bf_00009848,ENSDARG00000075682,orc6
bf_00006358,ENSDARG00000029051,gbe1a
bf_00019159,ENSDARG00000071025,dytn
bf_00010018,ENSDARG00000032256,txndc16
bf_00008083,ENSDARG00000074149,itpr1b
bf_00010058,ENSDARG00000068483,neto1
bf_00025361,ENSDARG00000061832,sntg1
bf_00013924,ENSDARG00000042157,ppil6
bf_00014617,ENSDARG00000086271,acyp2
bf_00001659,ENSDARG00000013475,cct4
bf_00012870,ENSDARG00000079317,dlc1
bf_00026151,ENSDARG00000115902,lnpa
bf_00017567,ENSDARG00000060922,ess2
bf_00001985,ENSDARG00000058008,six3a
bf_00024726,ENSDARG00000089372,clk4a
bf_00013940,ENSDARG00000060215,cep85
bf_00001174,ENSDARG00000008912,slc8a2a
bf_00014709,ENSDARG00000040440,snrpd2
bf_00005775,ENSDARG00000098174,ACADSB
bf_00002802,ENSDARG00000042988,slc24a2
bf_00013400,ENSDARG00000037647,rnf175
bf_00002776,ENSDARG00000056314,a2ml
bf_00004283,ENSDARG00000031420,wt1a
bf_00013415,ENSDARG00000096620,tube1
bf_00001564,ENSDARG00000096566,zgc:165656
bf_00023172,ENSDARG00000069852,lipt2
bf_00016835,ENSDARG00000044769,kctd13
bf_00006709,ENSDARG00000099824,nots
bf_00018453,ENSDARG00000019526,agfg1b
bf_00013246,ENSDARG00000076964,cables2a
bf_00010837,ENSDARG00000069175,vps4b
bf_00015212,ENSDARG00000022944,ecd
bf_00015524,ENSDARG00000043818,CASKIN2
bf_00008393,ENSDARG00000109830,SFMBT1
bf_00008477,ENSDARG00000031712,grm3
bf_00018990,ENSDARG00000060618,ipo13
bf_00007887,ENSDARG00000102798,mcm2
bf_00010140,ENSDARG00000013174,nkd3
bf_00006419,ENSDARG00000063145,tfam
bf_00025786,ENSDARG00000026577,cdk2
bf_00008232,ENSDARG00000056090,capza1b
bf_00019824,ENSDARG00000019357,fabp1a
bf_00019511,ENSDARG00000035415,ptger4b
bf_00002396,ENSDARG00000011851,map2k5
bf_00019532,ENSDARG00000061952,ecpas
bf_00026201,ENSDARG00000005948,ankmy2a
bf_00024657,ENSDARG00000014179,pfkma
bf_00011959,ENSDARG00000016093,qtrt2
bf_00014345,ENSDARG00000070220,pou3f2a
bf_00000369,ENSDARG00000090064,CABZ01084273.1
bf_00019463,ENSDARG00000107947,CABZ01081385.1
bf_00020288,ENSDARG00000038743,copb2
bf_00000264,ENSDARG00000010472,atp1a2a
bf_00016111,ENSDARG00000002967,pdap1b
bf_00025207,ENSDARG00000058730,rdh10a
bf_00003385,ENSDARG00000036875,rps12
bf_00010915,ENSDARG00000007603,stxbp2
bf_00012892,ENSDARG00000056638,pir
bf_00001813,ENSDARG00000069467,igsf9bb
bf_00007258,ENSDARG00000005606,paxip1
bf_00016147,ENSDARG00000019765,zgc:158803
bf_00003145,ENSDARG00000017220,otud7b
bf_00008894,ENSDARG00000034326,ing3
bf_00006503,ENSDARG00000045262,gsnb
bf_00000629,ENSDARG00000001313,g2e3
bf_00004553,ENSDARG00000009170,ctr9
bf_00013792,ENSDARG00000063021,rpain
bf_00017918,ENSDARG00000062089,uggt2
bf_00020077,ENSDARG00000039412,dmrta2
bf_00021844,ENSDARG00000070393,COQ10A
bf_00013304,ENSDARG00000029660,commd5
bf_00013412,ENSDARG00000022813,dnd1
bf_00013555,ENSDARG00000023771,gabrb3
bf_00020965,ENSDARG00000057911,ACTC1
bf_00008299,ENSDARG00000004714,tcf12
bf_00015455,ENSDARG00000058480,chtf18
bf_00002225,ENSDARG00000027082,hmbox1a
bf_00021054,ENSDARG00000055124,ccnl1a
bf_00020872,ENSDARG00000021739,klhl24a
bf_00023183,ENSDARG00000079217,bbs9
bf_00000955,ENSDARG00000026630,mark3b
bf_00020857,ENSDARG00000070824,ndufb5
bf_00000491,ENSDARG00000101716,bace1
bf_00021736,ENSDARG00000063573,vps41
bf_00024133,ENSDARG00000012718,wee2
bf_00017991,ENSDARG00000078179,fndc3ba
bf_00015840,ENSDARG00000076847,tnrc6c1
bf_00007056,ENSDARG00000053380,fam189a1
bf_00005734,ENSDARG00000116593,ENSDARG00000116593
bf_00002923,ENSDARG00000091433,abhd17aa
bf_00007761,ENSDARG00000055620,acad9
bf_00015311,ENSDARG00000004880,acsm3
bf_00015461,ENSDARG00000100548,tefm
bf_00017753,ENSDARG00000055490,galnt12
bf_00002747,ENSDARG00000007760,spg21
bf_00007922,ENSDARG00000002037,pfkfb2b
bf_00011645,ENSDARG00000103399,SLC44A2
bf_00026072,ENSDARG00000100197,zgc:171929
bf_00001070,ENSDARG00000055349,pknox2
bf_00004127,ENSDARG00000028058,traf6
bf_00018414,ENSDARG00000056193,nme7
bf_00013769,ENSDARG00000097487,si:ch211-175f11.5
bf_00006827,ENSDARG00000039882,ap3s2
bf_00015877,ENSDARG00000103173,stx8
bf_00000834,ENSDARG00000021443,zfp36l1b
bf_00005891,ENSDARG00000013117,hiat1a
bf_00012870,ENSDARG00000079542,stard13a
bf_00021589,ENSDARG00000001873,phgdh
bf_00010128,ENSDARG00000088505,fam217b
bf_00000833,ENSDARG00000037046,rad51b
bf_00016492,ENSDARG00000092285,cenpv
bf_00003163,ENSDARG00000013414,lin7a
bf_00007319,ENSDARG00000076960,paqr4a
bf_00000660,ENSDARG00000005536,ubr7
bf_00017666,ENSDARG00000016443,eif3c
bf_00003013,ENSDARG00000002787,tle3a
bf_00011523,ENSDARG00000027403,zgpat
bf_00013838,ENSDARG00000025011,synj1
bf_00019759,ENSDARG00000077249,gmip
bf_00021423,ENSDARG00000012586,fmnl2a
bf_00010184,ENSDARG00000063682,fhod3a
bf_00021842,ENSDARG00000056167,hspe1
bf_00014664,ENSDARG00000087843,cntn1a
bf_00006026,ENSDARG00000101703,zgc:158260
bf_00013403,ENSDARG00000053544,hspa4l
