QueryID,Symbol,Protein,Family,E.value,BitScore,annos
bf_00008799,zbtb4,ENSDARP00000137838,zf-C2H2,3.14683e-43,152.0,SHISA4
bf_00008820,foxi2,ENSDARP00000092447,Fork_head,2.4134800000000003e-74,235.0,foxn4
bf_00008829,cica,ENSDARP00000113238,HMG,2.53844e-61,225.0,"KDM7A,PHF8"
bf_00008839,nfkb2,ENSDARP00000121285,RHD,6.5082e-77,268.0,PIRL3
bf_00008840,aebp2,ENSDARP00000022060,zf-C2H2,2.79747e-52,186.0,TBC1D30
bf_00008846,gata2a,ENSDARP00000076855,zf-GATA,1.20408e-124,366.0,GATA1_2_3
bf_00008853,rest,ENSDARP00000136293,zf-C2H2,7.7852e-46,168.0,TSPOAP1
bf_00008854,bach2b,ENSDARP00000116013,TF_bZIP,1.3839e-55,199.0,Klhl24
bf_00008855,zbtb8b,ENSDARP00000094186,ZBTB,5.8616099999999996e-80,260.0,Klhl24
bf_00008856,zbtb44,ENSDARP00000081229,ZBTB,8.22998e-53,182.0,ABTB1
bf_00008858,zbtb40,ENSDARP00000105010,ZBTB,3.72667e-67,239.0,KLHL24
bf_00008864,nr2c2,ENSDARP00000107308,RXR-like,0.0,691.0,"NR2C2,NR2C1"
bf_00008888,si:ch73-120g24,ENSDARP00000132268,zf-C2H2,5.78783e-56,201.0,Trim3
bf_00008890,tulp4a,ENSDARP00000067485,Tub,2.3962999999999997e-50,176.0,SEC13
bf_00008894,zfpm1,ENSDARP00000060948,zf-C2H2,1.9977e-41,152.0,ING3
bf_00008914,CABZ01034082.1,ENSDARP00000136262,zf-C2H2,7.1247600000000006e-158,452.0,ZBTB46
bf_00008917,hivep3b,ENSDARP00000054019,zf-C2H2,7.69331e-62,232.0,Nek4
bf_00008918,mis18bp1,ENSDARP00000101196,MYB,6.40354e-63,224.0,NEK4
bf_00008921,tcf12,ENSDARP00000143201,bHLH,1.03469e-81,267.0,S-antigen protein
bf_00008924,cux1a,ENSDARP00000075613,CUT,1.7486099999999998e-79,280.0,CCDC146
bf_00008927,arid1aa,ENSDARP00000134422,ARID,7.064119999999999e-27,107.0,C1QTNF9
bf_00008929,setdb1a,ENSDARP00000060441,MBD,2.8955e-118,389.0,Trim3
bf_00008930,zmiz1a,ENSDARP00000097539,zf-MIZ,4.8620299999999994e-43,155.0,PLSCR1
bf_00008934,hivep3b,ENSDARP00000054019,zf-C2H2,4.227139999999999e-87,315.0,bf_00008934
bf_00008943,si:dkeyp-84f3,ENSDARP00000127807,zf-C2H2,8.17482e-80,269.0,PAN1
bf_00008947,hoxa13b,ENSDARP00000052661,Homeobox,1.0363700000000001e-61,208.0,Lrrc15
bf_00008953,baz2ba,ENSDARP00000126215,MBD,5.98304e-27,112.0,MIMI_L669
bf_00008968,si:ch211-236l14,ENSDARP00000119801,THAP,0.0,831.0,copB
bf_00008979,mgaa,ENSDARP00000136787,T-box,6.43053e-85,306.0,"HCFC2,HCFC1"
bf_00008980,zbtb7c,ENSDARP00000137843,ZBTB,4.0398699999999996e-37,144.0,KLHL21
bf_00008987,elk3,ENSDARP00000015956,ETS,1.7175799999999998e-92,282.0,Elk1
bf_00009000,kmt2cb,ENSDARP00000122949,HMG,1.0767499999999999e-79,287.0,Prrt3
bf_00009002,setdb1a,ENSDARP00000060441,MBD,1.9986e-66,223.0,MAGED1
bf_00009004,kmt2cb,ENSDARP00000122949,HMG,3.00102e-49,175.0,infB
bf_00009005,mbd1b,ENSDARP00000031774,MBD,5.383040000000001e-29,114.0,PF13_0198
bf_00009007,lrrfip1a,ENSDARP00000092350,LRRFIP,1.9434e-72,241.0,rplU
bf_00009009,zgc:66448,ENSDARP00000036300,zf-C2H2,6.14025e-25,103.0,PF13_0198
bf_00009010,cux1a,ENSDARP00000075613,CUT,1.4216e-94,335.0,Myh7
bf_00009011,baz2ba,ENSDARP00000126215,MBD,4.57053e-61,227.0,pheS
bf_00009012,arid1ab,ENSDARP00000153725,ARID,1.9202e-60,221.0,DIDO1
bf_00009013,setdb1a,ENSDARP00000060441,MBD,6.10679e-50,188.0,"SRPK3,SRPK1,SRPK2"
bf_00009016,nfkb2,ENSDARP00000121285,RHD,1.30707e-48,168.0,ANKRD52
bf_00009020,nfyba,ENSDARP00000057253,NF-YB,8.29118e-106,312.0,NFYB
bf_00009043,kmt2cb,ENSDARP00000122949,HMG,5.872449999999999e-88,292.0,"CBLL2,CBLL1"
bf_00009045,CABZ01034082.1,ENSDARP00000136262,zf-C2H2,4.66973e-152,424.0,ZNF678
bf_00009066,cux1a,ENSDARP00000075613,CUT,1.51682e-93,314.0,BICD2
bf_00009068,cux1a,ENSDARP00000075613,CUT,1.14864e-85,297.0,"BICD1,BICD2"
bf_00009070,kmt2cb,ENSDARP00000122949,HMG,9.7602e-78,265.0,LZTFL1
bf_00009082,znf980,ENSDARP00000143351,zf-C2H2,0.0,666.0,ZNF436
bf_00009085,znf1030,ENSDARP00000138279,zf-C2H2,0.0,631.0,ZNF160
bf_00009087,hic2,ENSDARP00000137761,ZBTB,2.34522e-78,255.0,KBTBD2
bf_00009088,zbtb43,ENSDARP00000067599,ZBTB,5.04105e-68,223.0,kbtbd8
bf_00009089,zbtb40,ENSDARP00000105010,ZBTB,6.048669999999999e-58,207.0,KBTBD2
bf_00009090,zbtb46,ENSDARP00000117285,ZBTB,1.98213e-66,217.0,KLHL12
bf_00009091,zbtb10,ENSDARP00000097547,ZBTB,5.39371e-128,393.0,KBTBD2
bf_00009092,zbtb8a,ENSDARP00000112298,ZBTB,3.1757e-53,190.0,KBTBD7
bf_00009098,si:dkeyp-53e4,ENSDARP00000125385,zf-C2H2,6.32156e-116,336.0,Znf629
bf_00009099,znf1018,ENSDARP00000125166,zf-C2H2,0.0,883.0,ZNF84
bf_00009100,znf1026,ENSDARP00000139917,zf-C2H2,0.0,869.0,ZNF84
bf_00009101,znf992,ENSDARP00000138537,zf-C2H2,0.0,662.0,Prdm9
bf_00009103,znf980,ENSDARP00000143351,zf-C2H2,0.0,540.0,ZNF568
bf_00009104,znf1030,ENSDARP00000138279,zf-C2H2,0.0,642.0,ZNF300
bf_00009105,znf1118,ENSDARP00000139776,zf-C2H2,1.9466700000000002e-29,106.0,ZNF775
bf_00009106,znf980,ENSDARP00000143351,zf-C2H2,0.0,588.0,Gastrula zinc finger protein XlCGF57.1
bf_00009107,znf1018,ENSDARP00000125166,zf-C2H2,0.0,914.0,ZNF160
bf_00009108,cux1a,ENSDARP00000075613,CUT,1.21613e-84,299.0,EEA1
bf_00009115,dharma,ENSDARP00000060017,Homeobox,2.28758e-33,124.0,MIMI_R260
bf_00009120,cux1a,ENSDARP00000075613,CUT,4.17791e-55,196.0,Ripk1
bf_00009122,baz2ba,ENSDARP00000126215,MBD,2.08239e-54,204.0,"CCDC155,LOC645177"
bf_00009133,aff3,ENSDARP00000113026,AF-4,1.02288e-28,122.0,OIT3
bf_00009136,nfat5a,ENSDARP00000006495,RHD,6.43645e-38,143.0,col27a1b
bf_00009140,baz2ba,ENSDARP00000126215,MBD,2.19396e-47,184.0,"DDX60L,DDX60"
bf_00009141,zmiz1a,ENSDARP00000097539,zf-MIZ,2.6419e-34,130.0,PLSCR2
bf_00009142,tcf12,ENSDARP00000143075,bHLH,1.3408500000000001e-48,173.0,Yaf2
bf_00009182,mtcl1,ENSDARP00000145218,TSC22,4.96075e-120,388.0,"FLNB,FLNA,FLNC"
bf_00009186,znf592,ENSDARP00000080685,zf-C2H2,5.06363e-77,260.0,bf_00009186
bf_00009193,zbtb33,ENSDARP00000096464,ZBTB,3.54401e-84,272.0,KBTBD2
bf_00009194,zbtb33,ENSDARP00000096464,ZBTB,2.47577e-77,254.0,Klhl21
bf_00009195,zbtb8b,ENSDARP00000094186,ZBTB,1.7342099999999998e-64,216.0,KBTBD2
bf_00009200,zbtb43,ENSDARP00000067599,ZBTB,1.01194e-63,212.0,KBTBD2
bf_00009202,zbtb41,ENSDARP00000084051,ZBTB,2.0694699999999997e-58,206.0,KBTBD2
bf_00009204,zbtb12,ENSDARP00000136133,ZBTB,9.50322e-58,192.0,KBTBD2
bf_00009219,znf980,ENSDARP00000143351,zf-C2H2,0.0,585.0,Prdm9
bf_00009220,znf980,ENSDARP00000143351,zf-C2H2,4.12348e-171,484.0,ZNF83
bf_00009221,zbtb10,ENSDARP00000097547,ZBTB,7.86516e-52,183.0,KBTBD2
bf_00009222,znf980,ENSDARP00000143351,zf-C2H2,0.0,688.0,ZNF568
bf_00009228,LHX3,ENSDARP00000087936,Homeobox,2.70116e-34,126.0,pdlim3
bf_00009258,srebf1,ENSDARP00000087097,bHLH,1.6756899999999997e-51,191.0,dnaJ
bf_00009287,ssrp1a,ENSDARP00000114529,HMG,4.14649e-31,125.0,Processed variable antigen
bf_00009289,cux1a,ENSDARP00000075613,CUT,8.05071e-79,278.0,SLMAP
bf_00009292,si:ch73-37h15,ENSDARP00000115377,MYB,3.30014e-83,270.0,SPDL1
bf_00009293,cicb,ENSDARP00000115789,HMG,7.158370000000001e-40,151.0,"WASL,WAS"
bf_00009303,irx3b,ENSDARP00000042270,Homeobox,9.1917e-24,101.0,NOL8
bf_00009326,ncor1,ENSDARP00000088345,MYB,6.2185499999999996e-52,195.0,"TOP1,TOP1MT"
bf_00009327,nfkb2,ENSDARP00000121285,RHD,1.0458099999999999e-39,155.0,DAPK1
bf_00009328,BX897688.2,ENSDARP00000147745,ZBTB,3.66956e-56,180.0,ZBTB7A
bf_00009334,pou6f1,ENSDARP00000111302,Pou,1.82639e-139,447.0,EGF1
bf_00009339,arid4a,ENSDARP00000064411,ARID,8.294130000000001e-60,210.0,Adra2b
bf_00009353,hmgxb3,ENSDARP00000099076,HMG,4.4455e-39,157.0,Senp2
bf_00009360,nfkb2,ENSDARP00000121285,RHD,4.1298300000000005e-61,221.0,DAPK1
bf_00009363,si:dkey-79d12,ENSDARP00000127553,zf-C2H2,3.1959e-70,246.0,ZC3H3
bf_00009366,mafaa,ENSDARP00000064832,TF_bZIP,3.19215e-98,288.0,"MAF,MAFB,MAFA"
bf_00009369,nfkb2,ENSDARP00000121285,RHD,4.63367e-60,220.0,DAPK1
bf_00009370,BX247888.6,ENSDARP00000151749,LRRFIP,3.22144e-146,463.0,Myh9
bf_00009371,wdhd1,ENSDARP00000099718,HMG,2.75225e-48,180.0,PF13_0198
bf_00009372,baz2ba,ENSDARP00000101556,MBD,2.2442000000000002e-41,158.0,PF13_0198
bf_00009375,rorab,ENSDARP00000015111,THR-like,1.46722e-104,315.0,mdn1
bf_00009380,zbtb47a,ENSDARP00000122576,ZBTB,1.75972e-50,183.0,KBTBD2
bf_00009388,znf687a,ENSDARP00000133103,zf-C2H2,7.8678e-94,309.0,yidC
bf_00009391,zeb1a,ENSDARP00000157629,zf-C2H2,1.1434199999999998e-49,185.0,brat
bf_00009399,hic1l,ENSDARP00000067137,ZBTB,1.3470200000000002e-61,208.0,kbtbd8
bf_00009424,si:dkey-10f23,ENSDARP00000142738,zf-NF-X1,5.15172e-112,381.0,Znfx1
bf_00009428,si:dkey-10f23,ENSDARP00000142738,zf-NF-X1,5.22533e-108,366.0,Znfx1
bf_00009429,nfxl1,ENSDARP00000124661,zf-NF-X1,9.04326e-112,375.0,ZNFX1
bf_00009431,mafk,ENSDARP00000140698,TF_bZIP,3.60296e-42,147.0,atpF
bf_00009433,si:dkey-10f23,ENSDARP00000142738,zf-NF-X1,1.76854e-139,459.0,Znfx1
bf_00009437,setdb1a,ENSDARP00000060441,MBD,1.23431e-62,234.0,ANKRD12
bf_00009440,tox4b,ENSDARP00000134492,HMG,7.47376e-28,116.0,KIAA0355
bf_00009442,arid1b,ENSDARP00000119606,ARID,5.15108e-37,146.0,GPI
bf_00009445,mntb,ENSDARP00000098909,bHLH,1.0209299999999999e-51,185.0,RBCK1
bf_00009454,setdb1a,ENSDARP00000060441,MBD,1.96958e-90,321.0,RECQL4
bf_00009455,znf977,ENSDARP00000125443,zf-C2H2,1.21966e-128,369.0,Snail1_Snail2_Slug
bf_00009466,CABZ01034082.1,ENSDARP00000136262,zf-C2H2,0.0,499.0,ZNF436
bf_00009470,znf1138,ENSDARP00000125187,zf-C2H2,6.10273e-78,243.0,CHDH
bf_00009474,wdhd1,ENSDARP00000113096,HMG,2.1167399999999997e-101,348.0,alr3466
bf_00009478,LO017784.1,ENSDARP00000137842,zf-C2H2,9.976539999999999e-49,166.0,ZFAND1
bf_00009484,znf1026,ENSDARP00000144923,zf-C2H2,0.0,830.0,ZNF665
bf_00009486,znf1030,ENSDARP00000138279,zf-C2H2,0.0,879.0,ZNF271
bf_00009487,zbtb40,ENSDARP00000105010,ZBTB,6.37269e-81,271.0,KBTBD8
bf_00009488,znf1026,ENSDARP00000144923,zf-C2H2,0.0,1000.0,Zfp26
bf_00009492,baz2ba,ENSDARP00000147321,MBD,1.18855e-56,213.0,LRRIQ1
bf_00009499,znf980,ENSDARP00000143351,zf-C2H2,6.35607e-179,510.0,ZNF333
bf_00009501,irf5,ENSDARP00000067163,IRF,0.0,585.0,IRF2
bf_00009502,irf5,ENSDARP00000097840,IRF,1.07509e-161,464.0,IRF8
bf_00009503,irf5,ENSDARP00000097840,IRF,1.1718800000000001e-163,468.0,IRF8
bf_00009504,irf10,ENSDARP00000031619,IRF,2.30163e-114,332.0,IRF8
bf_00009509,arid2,ENSDARP00000011701,ARID,6.45988e-53,186.0,F5
bf_00009515,thap12a,ENSDARP00000062308,THAP,7.46397e-47,159.0,Thap12
bf_00009543,zbtb17,ENSDARP00000102422,ZBTB,1.0305200000000001e-67,237.0,TPX2
bf_00009545,arid1b,ENSDARP00000119606,ARID,1.0931399999999999e-71,251.0,NCOA5
bf_00009549,kmt2cb,ENSDARP00000122949,HMG,1.2541e-99,335.0,TRIM3
bf_00009551,tox4b,ENSDARP00000156855,HMG,3.6616e-83,262.0,"TOX3,TOX"
bf_00009558,mlxip,ENSDARP00000115267,bHLH,1.08852e-72,250.0,"CDY2A,CDY2B,CDY1,CDY1B,CDYL,CDYL2"
bf_00009562,kmt2cb,ENSDARP00000122949,HMG,1.49e-67,251.0,GSE1
bf_00009569,si:ch73-120g24,ENSDARP00000132268,zf-C2H2,2.09825e-72,250.0,TRIM71
bf_00009583,neurod4,ENSDARP00000122926,bHLH,7.1284e-51,167.0,Mesp2
bf_00009585,bach2b,ENSDARP00000116013,TF_bZIP,3.0056999999999997e-52,188.0,KLHL5
bf_00009588,si:rp71-1d10,ENSDARP00000136591,HTH,0.0,579.0,Jrkl
bf_00009590,sall2,ENSDARP00000148781,zf-C2H2,2.21675e-36,146.0,"TENT4B,TENT4A"
bf_00009600,znf980,ENSDARP00000143351,zf-C2H2,0.0,679.0,ZNF98
bf_00009601,arid1b,ENSDARP00000139784,ARID,1.17212e-78,288.0,CNOT1
bf_00009608,hbp1,ENSDARP00000148354,HMG,7.265039999999999e-51,184.0,"ATXN1L,ATXN1"
bf_00009612,stat2,ENSDARP00000124003,STAT,0.0,890.0,STAT5B
bf_00009618,prdm2a,ENSDARP00000115208,zf-C2H2,3.68263e-108,378.0,CEP192
bf_00009632,znf1026,ENSDARP00000144923,zf-C2H2,0.0,1048.0,Znf423
bf_00009642,si:dkeyp-113d7,ENSDARP00000115690,zf-C2H2,2.24716e-48,169.0,SEPTIN7
bf_00009645,cux2b,ENSDARP00000120983,CUT,4.8106e-38,143.0,CCDC113
bf_00009664,si:ch211-212k18,ENSDARP00000130030,zf-C2H2,7.49132e-23,104.0,SVEP1
bf_00009673,znf687b,ENSDARP00000095474,zf-C2H2,1.61136e-30,128.0,"PLEKHG4,PLEKHG4B"
bf_00009677,zfhx4,ENSDARP00000101036,Homeobox,0.0,1113.0,"ZFHX3,ZFHX4"
bf_00009682,cux1a,ENSDARP00000075613,CUT,9.75245e-82,270.0,KRT1
bf_00009705,arid1aa,ENSDARP00000134422,ARID,1.20814e-87,296.0,ZDHHC1
bf_00009709,nr3c2,ENSDARP00000130941,ESR-like,7.02213e-139,459.0,CPLANE1
bf_00009721,hic1,ENSDARP00000072319,ZBTB,1.38788e-54,194.0,"CBFA2T2,CBFA2T3,RUNX1T1"
bf_00009723,setdb1a,ENSDARP00000060441,MBD,2.49709e-30,126.0,TRIM3
bf_00009731,nfkb2,ENSDARP00000121285,RHD,2.10935e-54,202.0,MFHAS1
bf_00009739,kmt2cb,ENSDARP00000122949,HMG,3.66512e-65,242.0,NWD2
bf_00009740,baz2ba,ENSDARP00000126215,MBD,9.63224e-61,209.0,TEX9
bf_00009741,BX247888.6,ENSDARP00000152427,LRRFIP,1.1182e-63,220.0,KIF15
bf_00009743,setdb1a,ENSDARP00000060441,MBD,1.48421e-69,251.0,PPP4R1
bf_00009744,foxc1b,ENSDARP00000072219,Fork_head,2.35577e-159,456.0,FoxC
bf_00009745,foxl1,ENSDARP00000027106,Fork_head,1.7283e-79,247.0,FOXL1
bf_00009749,znf1091,ENSDARP00000135437,zf-C2H2,1.20897e-136,388.0,Scrt1
bf_00009757,hsf1,ENSDARP00000121268,HSF,0.0,547.0,HSF1
bf_00009758,zbtb44,ENSDARP00000081229,ZBTB,9.08615e-57,195.0,Klhl24
bf_00009759,si:ch211-255f4,ENSDARP00000137125,zf-C2H2,7.03032e-37,139.0,BOP1
bf_00009761,si:ch211-113e8,ENSDARP00000123632,zf-C2H2,1.0812e-38,136.0,ENTR1
bf_00009762,cux1a,ENSDARP00000075613,CUT,9.09594e-98,346.0,PMFBP1
bf_00009763,foxf2a,ENSDARP00000015671,Fork_head,1.8959e-97,293.0,"FOXF2,FOXF1"
bf_00009771,foxq1a,ENSDARP00000045769,Fork_head,1.62159e-66,209.0,FOXQ1
bf_00009778,baz2ba,ENSDARP00000101556,MBD,2.5122200000000002e-61,226.0,LRRCC1
bf_00009779,CABZ01083862.1,ENSDARP00000144440,zf-C2H2,5.88101e-27,112.0,DHX38
bf_00009783,e2f5,ENSDARP00000056678,E2F,8.34431e-140,399.0,"E2F5,E2F4"
bf_00009790,si:dkeyp-84f3,ENSDARP00000127807,zf-C2H2,2.8642799999999996e-45,172.0,DDX27
bf_00009806,stat3,ENSDARP00000095292,STAT,2.39149e-52,179.0,hemL
bf_00009810,znf1026,ENSDARP00000144923,zf-C2H2,0.0,918.0,ZFAT
bf_00009815,si:ch73-120g24,ENSDARP00000132268,zf-C2H2,7.73251e-75,253.0,Mid2
bf_00009817,rest,ENSDARP00000136293,zf-C2H2,4.66602e-89,294.0,KIAA0513
bf_00009823,figla,ENSDARP00000107434,bHLH,2.94752e-41,142.0,Scl
bf_00009826,si:ch211-255f4,ENSDARP00000137125,zf-C2H2,1.5271299999999998e-71,241.0,POLR1A
bf_00009850,arid4a,ENSDARP00000108603,ARID,1.1532399999999999e-42,167.0,yfkN
bf_00009853,cux1a,ENSDARP00000075613,CUT,5.8921200000000005e-77,255.0,C20orf96
bf_00009860,pbrm1,ENSDARP00000045970,HMG,1.2570499999999999e-45,159.0,"SNRPN,SNRPB"
bf_00009885,zbtb40,ENSDARP00000105010,ZBTB,7.77132e-49,180.0,Klhl20
bf_00009886,arid4a,ENSDARP00000064411,ARID,4.86417e-82,270.0,PRKAB2
bf_00009894,patz1,ENSDARP00000129407,ZBTB,5.7661300000000005e-121,359.0,Klhl24
bf_00009895,zbtb46,ENSDARP00000117285,ZBTB,7.832299999999999e-52,174.0,Klhl2
bf_00009901,irx4b,ENSDARP00000052337,Homeobox,7.7924e-47,157.0,Polr3c
bf_00009903,baz2ba,ENSDARP00000126215,MBD,6.10009e-69,257.0,Nlrp3
bf_00009904,arid4a,ENSDARP00000064411,ARID,2.35101e-88,311.0,SRRM1
bf_00009913,smarca5,ENSDARP00000107618,MYB,0.0,800.0,ywqA
bf_00009923,lrrfip1a,ENSDARP00000092350,LRRFIP,1.23852e-72,263.0,LRP4
bf_00009924,znf980,ENSDARP00000143351,zf-C2H2,5.3965999999999996e-166,480.0,NUDT21
bf_00009938,wdhd1,ENSDARP00000113096,HMG,3.16951e-99,315.0,WDR88
bf_00009943,znf985,ENSDARP00000111126,zf-C2H2,0.0,840.0,SDR39U1
bf_00009944,znf1026,ENSDARP00000139917,zf-C2H2,0.0,841.0,ZNF407
bf_00009947,irx4a,ENSDARP00000051692,Homeobox,7.11229e-114,339.0,irx4
bf_00009950,irx3a,ENSDARP00000139882,Homeobox,5.19577e-130,386.0,IrxB
bf_00009952,kmt2cb,ENSDARP00000122949,HMG,1.2019400000000001e-83,281.0,"SOWAHD,SOWAHC,SOWAHA"
bf_00009953,cux1a,ENSDARP00000075613,CUT,5.9415e-88,312.0,RPGRIP1L
bf_00009961,arid4a,ENSDARP00000064411,ARID,3.97315e-61,213.0,Zan
bf_00009986,nfkb2,ENSDARP00000121285,RHD,1.35956e-65,233.0,ANKS6
bf_00009994,si:ch73-389k6,ENSDARP00000131556,THAP,6.46466e-29,120.0,ST8SIA2
bf_00009999,tbx20,ENSDARP00000026669,T-box,0.0,580.0,TBX20
bf_00010012,cux2b,ENSDARP00000118737,CUT,1.48506e-51,197.0,TbgDal_IV3690
bf_00010024,smarca5,ENSDARP00000107618,MYB,0.0,952.0,"CHD8,CHD6,CHD7,CHD9"
bf_00010026,kmt2cb,ENSDARP00000122949,HMG,2.2082200000000002e-26,115.0,Vitellogenin
bf_00010029,nfic,ENSDARP00000083101,CTF/NFI,1.3026400000000001e-30,119.0,IST1
bf_00010053,kmt2cb,ENSDARP00000122949,HMG,9.3861e-103,367.0,RNF31
bf_00010056,arid2,ENSDARP00000099617,ARID,2.0276200000000003e-76,274.0,"TAF4B,TAF4"
bf_00010057,arid1ab,ENSDARP00000153725,ARID,1.6572099999999998e-79,268.0,"LSM14A,LSM14B"
bf_00010060,zbtb42,ENSDARP00000137374,ZBTB,1.68322e-50,178.0,klhl3
bf_00010069,baz2ba,ENSDARP00000147321,MBD,1.86848e-59,208.0,GAS8
bf_00010072,setdb1a,ENSDARP00000060441,MBD,8.019950000000001e-63,233.0,EDC4
bf_00010074,cebpa,ENSDARP00000052365,TF_bZIP,2.61821e-66,207.0,CEBPE
bf_00010075,nfil3-5,ENSDARP00000117561,TF_bZIP,4.6704699999999996e-57,204.0,"PI15,R3HDML,CRISPLD2,CRISPLD1"
bf_00010083,nfkb2,ENSDARP00000121285,RHD,5.5788100000000005e-77,271.0,ERN1
bf_00010091,zbtb40,ENSDARP00000105010,ZBTB,3.00525e-70,243.0,KLHL24
bf_00010092,zmiz1a,ENSDARP00000097539,zf-MIZ,2.99039e-28,116.0,SYT1
bf_00010093,rest,ENSDARP00000136293,zf-C2H2,3.87652e-103,326.0,SLC6A4
bf_00010103,setdb1a,ENSDARP00000060441,MBD,1.04892e-45,179.0,MIMI_R871
bf_00010112,baz2ba,ENSDARP00000155414,MBD,3.9782499999999996e-42,159.0,"CCDC102B,CCDC102A"
bf_00010119,zbtb49,ENSDARP00000136624,ZBTB,3.6671699999999994e-49,177.0,GAN
bf_00010121,tshz1,ENSDARP00000148441,zf-C2H2,1.01493e-121,394.0,"TSHZ2,TSHZ1,TSHZ3"
bf_00010126,znf979,ENSDARP00000104504,zf-C2H2,0.0,529.0,ZNF836
bf_00010127,setdb1a,ENSDARP00000060441,MBD,2.4185199999999997e-50,191.0,PRPF4B
bf_00010129,znf1026,ENSDARP00000144923,zf-C2H2,0.0,930.0,Znf335
bf_00010130,arid4a,ENSDARP00000064411,ARID,8.171940000000001e-76,269.0,ANLN
bf_00010153,zgc:66448,ENSDARP00000036300,zf-C2H2,6.62891e-70,254.0,ZC3H18
bf_00010154,hnf4a,ENSDARP00000029754,RXR-like,0.0,559.0,"HNF4A,HNF4G"
bf_00010164,BX005041.1,ENSDARP00000147614,zf-C2H2,1.0205800000000001e-69,255.0,TDRD12
bf_00010174,si:dkeyp-84f3,ENSDARP00000127807,zf-C2H2,3.15785e-44,167.0,CASC3
bf_00010182,arid4a,ENSDARP00000108603,ARID,4.10363e-89,316.0,WDR97
bf_00010184,LHX3,ENSDARP00000105450,Homeobox,3.42359e-80,267.0,"FHOD1,FHOD3"
bf_00010190,setdb1a,ENSDARP00000060441,MBD,1.06196e-40,156.0,MMP9
bf_00010191,cica,ENSDARP00000113238,HMG,1.83923e-89,300.0,SWI6
bf_00010192,setdb1a,ENSDARP00000060441,MBD,2.2183000000000003e-62,220.0,otsB
bf_00010193,setdb1a,ENSDARP00000060441,MBD,6.63849e-62,218.0,otsB
bf_00010195,arid4a,ENSDARP00000064411,ARID,6.39822e-64,229.0,JPH1
bf_00010197,si:ch73-389k6,ENSDARP00000131556,THAP,9.35485e-37,146.0,Fibrinogen alpha-1 chain
bf_00010199,cicb,ENSDARP00000115789,HMG,5.8579599999999996e-89,312.0,ZCCHC14
bf_00010203,baz2ba,ENSDARP00000126215,MBD,8.29451e-59,198.0,TSPOAP1
bf_00010212,si:ch73-120g24,ENSDARP00000132268,zf-C2H2,1.32913e-57,196.0,TRIM2
bf_00010227,adnpb,ENSDARP00000103488,Homeobox,2.2846400000000002e-63,226.0,"MTSS1,MTSS2"
bf_00010231,cbfb,ENSDARP00000059960,CBF,6.50777e-113,318.0,CBFB
bf_00010233,wdhd1,ENSDARP00000113096,HMG,1.47171e-107,346.0,KATNB1
bf_00010236,l3mbtl2,ENSDARP00000072956,THAP,7.672080000000001e-53,179.0,hslU
bf_00010243,arid5a,ENSDARP00000102999,ARID,4.7687200000000004e-76,262.0,VIRMA
bf_00010244,l3mbtl2,ENSDARP00000072956,THAP,2.4490599999999998e-52,179.0,PF13_0198
bf_00010247,si:dkey-250d21,ENSDARP00000062310,THAP,1.70796e-55,198.0,Thap2
bf_00010249,zbtb49,ENSDARP00000136624,ZBTB,9.97072e-27,104.0,hmu
bf_00010266,znf236,ENSDARP00000130724,zf-C2H2,0.0,1366.0,ZNF236
bf_00010272,si:ch73-347e22,ENSDARP00000136060,zf-C2H2,0.0,628.0,NUGGC
bf_00010279,TCF4,ENSDARP00000153171,bHLH,2.22747e-42,157.0,"ESRP1,ESRP2"
bf_00010287,znf1026,ENSDARP00000144923,zf-C2H2,0.0,892.0,ZNF341
bf_00010292,camta1b,ENSDARP00000046662,CG-1,1.29792e-75,274.0,ANKRD27
bf_00010319,TCF4,ENSDARP00000147762,bHLH,6.01875e-42,142.0,TCF4
bf_00010329,baz2ba,ENSDARP00000126215,MBD,1.1538e-77,276.0,ANKRD60
bf_00010334,l3mbtl3,ENSDARP00000127490,zf-C2HC,1.19333e-25,109.0,SAMHD1
bf_00010345,pbrm1,ENSDARP00000045970,HMG,4.02808e-60,218.0,BRD7
bf_00010349,nfxl1,ENSDARP00000093433,zf-NF-X1,3.06232e-133,439.0,Mucin-like protein
bf_00010358,nfkb2,ENSDARP00000121285,RHD,5.21989e-67,237.0,RPL13
bf_00010363,znf1026,ENSDARP00000144923,zf-C2H2,0.0,853.0,ZFP64
bf_00010370,znf1026,ENSDARP00000139917,zf-C2H2,0.0,902.0,ZNF341
bf_00010376,znf992,ENSDARP00000138537,zf-C2H2,0.0,752.0,Znf112
bf_00010377,setdb1a,ENSDARP00000060441,MBD,9.826060000000002e-100,352.0,Mucin-like protein
bf_00010384,nfat5b,ENSDARP00000131570,RHD,2.32578e-173,503.0,NFAT5
bf_00010392,kmt2cb,ENSDARP00000122949,HMG,7.87011e-53,198.0,"WWP2,WWP1,ITCH"
bf_00010394,gatad2ab,ENSDARP00000147496,zf-GATA,8.4075e-40,152.0,Clec4f
bf_00010403,znf576,ENSDARP00000128300,zf-C2H2,1.83795e-113,381.0,Kifc3
bf_00010404,arid1b,ENSDARP00000139784,ARID,1.4262e-92,313.0,"WTIP,LIMD1"
bf_00010406,dnajc1,ENSDARP00000073973,MYB,5.1996699999999994e-27,109.0,DNAJA2
