amph_id,human_name
bf_00025915,GLI3
bf_00026197,ADARB1
bf_00026197,ADARB2
bf_00026186,CCNT1
bf_00026186,CCNT2
bf_00026133,HOXB5
bf_00026133,HOXA5
bf_00026100,MEOX2
bf_00026100,MEOX1
bf_00026364,RUFY4
bf_00026364,FYCO1
bf_00026347,G6PC
bf_00026347,G6PC2
bf_00026302,PLCL1
bf_00026302,PLCL2
bf_00026078,CALCOCO2
bf_00026078,TAX1BP1
bf_00023502,ACACA
bf_00023502,ACACB
bf_00023516,PARVB
bf_00023516,PARVA
bf_00023690,MAPK8IP2
bf_00023690,MAPK8IP1
bf_00023680,CRACR2B
bf_00023680,CRACR2A
bf_00024344,TPH1
bf_00024344,TPH2
bf_00023987,MPPED1
bf_00023987,MPPED2
bf_00023878,BTBD10
bf_00023878,KCTD20
bf_00023905,NAV3
bf_00023905,NAV2
bf_00023895,FRS2
bf_00023895,FRS3
bf_00024541,RRAGC
bf_00024541,RRAGD
bf_00024775,VPS26B
bf_00024775,VPS26A
bf_00024914,TOMM34
bf_00024914,SPAG1
bf_00024613,RAB32
bf_00024613,RAB38
bf_00025051,ASAP3
bf_00025051,ASAP2
bf_00025270,MBOAT2
bf_00025270,MBOAT1
bf_00025006,PHF20
bf_00025006,PHF20L1
bf_00003955,STK38L
bf_00003955,STK38
bf_00004107,ANKS1B
bf_00004107,ANKS1A
bf_00004191,LHX5
bf_00004191,LHX1
bf_00005238,LZTS2
bf_00005238,LZTS1
bf_00005216,LDB2
bf_00005216,LDB1
bf_00005201,CTBP2
bf_00005201,CTBP1
bf_00005186,STK10
bf_00005186,SLK
bf_00004640,TACC3
bf_00004640,TACC1
bf_00004691,GPAT4
bf_00004691,GPAT3
bf_00004725,TMED4
bf_00004725,TMED9
bf_00005534,ATRN
bf_00005534,ATRNL1
bf_00005457,MKI67
bf_00005459,FIGNL1
bf_00005414,RTKN
bf_00005414,RTKN2
bf_00005373,CNNM4
bf_00005373,CNNM2
bf_00005371,DHX15
bf_00005371,DHX32
bf_00005055,ETNK1
bf_00005055,ETNK2
bf_00004937,TMEM8B
bf_00004937,TMEM8A
bf_00004981,TGIF1
bf_00004981,TGIF2
bf_00004981,TGIF2LX
bf_00004614,ARNTL
bf_00004614,ARNTL2
bf_00004583,RASSF9
bf_00004583,RASSF10
bf_00004482,EPS15
bf_00004482,EPS15L1
bf_00004495,NAP1L1
bf_00004495,NAP1L4
bf_00005901,SLC10A4
bf_00005901,SLC10A1
bf_00004342,UBE2B
bf_00004342,UBE2A
bf_00005814,MSX2
bf_00005814,MSX1
bf_00007490,TLN2
bf_00007490,TLN1
bf_00007492,RBPMS2
bf_00007492,RBPMS
bf_00006822,APH1B
bf_00006822,APH1A
bf_00006832,ABCG1
bf_00006832,ABCG4
bf_00006855,OAZ2
bf_00006855,OAZ1
bf_00007063,PSTPIP1
bf_00007063,PSTPIP2
bf_00006998,PIP5K1C
bf_00006998,PIP5K1A
bf_00007143,MEGF10
bf_00007143,MEGF11
bf_00007101,SIN3B
bf_00007101,SIN3A
bf_00007421,GABPB1
bf_00007421,GABPB2
bf_00000263,GXYLT2
bf_00000263,GXYLT1
bf_00000323,QPCTL
bf_00000323,QPCT
bf_00000348,ISM1
bf_00000348,ISM2
bf_00000398,VRK2
bf_00000398,VRK1
bf_00000412,PLCB1
bf_00000412,PLCB3
bf_00000412,PLCB2
bf_00000421,KCNK12
bf_00000421,KCNK13
bf_00000605,SMIM4
bf_00000606,C12orf73
bf_00000655,ITPKB
bf_00000655,ITPKA
bf_00000697,GRID1
bf_00000697,GRID2
bf_00000715,SAMD12
bf_00000715,SAMD10
bf_00000801,MACC1
bf_00000801,SH3BP4
bf_00000023,SLC24A3
bf_00000023,SLC24A4
bf_00000026,LPIN2
bf_00000026,LPIN1
bf_00000042,KIF26B
bf_00000042,KIF26A
bf_00000135,EGLN1
bf_00000135,EGLN3
bf_00000154,CASQ2
bf_00000154,CASQ1
bf_00000172,ENTPD6
bf_00000172,ENTPD5
bf_00000201,DAAM2
bf_00000201,DAAM1
bf_00000269,PRKCE
bf_00000269,PRKCH
bf_00000845,INSM1
bf_00000845,INSM2
bf_00000902,GSK3A
bf_00000902,GSK3B
bf_00000966,NID2
bf_00000966,NID1
bf_00001071,RGS6
bf_00001071,RGS7
bf_00001202,ARHGEF12
bf_00001202,ARHGEF11
bf_00001160,PAX9
bf_00001160,PAX1
bf_00001167,ADSSL1
bf_00001167,ADSS
bf_00001118,APP
bf_00001118,APLP2
bf_00001095,CBLB
bf_00001095,CBL
bf_00001507,OXSR1
bf_00001507,STK39
bf_00001955,NKX2-4
bf_00001955,NKX2-1
bf_00001430,JAG1
bf_00001430,JAG2
bf_00008303,RAP1A
bf_00008303,RAP1B
bf_00008846,GATA2
bf_00008846,GATA3
bf_00008453,GPR173
bf_00008453,GPR85
bf_00008302,ADIPOR2
bf_00008302,ADIPOR1
bf_00007944,SLC41A2
bf_00007944,SLC41A1
bf_00009187,PRKCD
bf_00009187,PRKCQ
bf_00009068,BICD1
bf_00009068,BICD2
bf_00008220,FEZF2
bf_00008220,FEZF1
bf_00008254,SYN2
bf_00008254,SYN1
bf_00008254,SYN3
bf_00007742,PDCL
bf_00007742,PDC
bf_00007814,CADPS2
bf_00007814,CADPS
bf_00007845,KIAA1324L
bf_00007845,KIAA1324
bf_00008546,CFP
bf_00008578,ERC2
bf_00008578,ERC1
bf_00008589,CACNA2D2
bf_00008589,CACNA2D1
bf_00008060,AHCYL1
bf_00008060,AHCYL2
bf_00008051,PLXNB3
bf_00008051,PLXNB2
bf_00008678,WNT2
bf_00008678,WNT2B
bf_00008677,ST7
bf_00008677,ST7L
bf_00008666,WNK4
bf_00008666,WNK3
bf_00008710,NUAK2
bf_00008710,NUAK1
bf_00008490,MAPKAPK3
bf_00008490,MAPKAPK2
bf_00008492,DOCK3
bf_00008492,DOCK4
bf_00008474,CHST11
bf_00008474,CHST13
bf_00008477,GRM2
bf_00008477,GRM3
bf_00016448,BCL7A
bf_00016448,BCL7B
bf_00017000,VPS37C
bf_00017000,VPS37B
bf_00016807,ABR
bf_00016807,BCR
bf_00016835,KCTD10
bf_00016835,KCTD13
bf_00016846,SMTNL2
bf_00016846,SMTNL1
bf_00017417,ORAI2
bf_00017417,ORAI1
bf_00017415,TMEM120B
bf_00017415,TMEM120A
bf_00017365,RAB36
bf_00017365,RAB34
bf_00017554,TBX3
bf_00017554,TBX2
bf_00016683,SBNO1
bf_00016683,SBNO2
bf_00016593,HIP1
bf_00016593,HIP1R
bf_00016571,HNF1A
bf_00016571,HNF1B
bf_00017650,OSBP2
bf_00017650,OSBP
bf_00012707,FGF2
bf_00012707,FGF1
bf_00012669,PHKA1
bf_00012669,PHKA2
bf_00012496,DACH2
bf_00012496,DACH1
bf_00013135,TEF
bf_00013135,HLF
bf_00013178,LRBA
bf_00013178,NBEA
bf_00012893,GAB1
bf_00012893,GAB4
bf_00012893,GAB2
bf_00013246,CABLES2
bf_00013246,CABLES1
bf_00012535,LRMP
bf_00012535,MRVI1
bf_00012358,TIMM8B
bf_00011157,GFI1B
bf_00011157,GFI1
bf_00011233,CCDC151
bf_00011236,CCDC183
bf_00011240,SEC16B
bf_00011240,CRYZL2P-SEC16B
bf_00011240,SEC16A
bf_00011338,PPIP5K2
bf_00011338,PPIP5K1
bf_00011808,UCK1
bf_00011808,UCK2
bf_00011579,DIPK1A
bf_00011579,DIPK1B
bf_00011505,RABGAP1L
bf_00011505,RABGAP1
bf_00011489,ATP6V1G1
bf_00011489,ATP6V1G2
bf_00011489,ATP6V1G3
bf_00012157,GPSM1
bf_00012157,GPSM2
bf_00011701,ST6GALNAC4
bf_00011701,ST6GALNAC3
bf_00011894,SLC27A4
bf_00011894,SLC27A1
bf_00011295,RC3H2
bf_00011295,RC3H1
bf_00011355,DDR1
bf_00011355,DDR2
bf_00011394,ZBTB25
bf_00011394,ZBTB2
bf_00011409,NRARP
bf_00011409,PPP1R27
bf_00011416,NR5A1
bf_00011416,NR5A2
bf_00012239,ASTN1
bf_00012239,ASTN2
bf_00012270,PAPPA2
bf_00012270,PAPPA
bf_00009608,ATXN1L
bf_00009608,ATXN1
bf_00009620,PMEPA1
bf_00009620,LDLRAD4
bf_00010310,ZFPM1
bf_00010310,ZFPM2
bf_00010565,CDCA8
bf_00009479,ADCY2
bf_00009479,ADCY7
bf_00009473,PTPN1
bf_00009473,PTPN2
bf_00009465,SPIRE1
bf_00009465,SPIRE2
bf_00009463,VAPA
bf_00009463,VAPB
bf_00009293,WASL
bf_00009293,WAS
bf_00009763,FOXF2
bf_00009763,FOXF1
bf_00009796,C19orf12
bf_00010057,LSM14A
bf_00010057,LSM14B
bf_00010028,ZDHHC7
bf_00010028,ZDHHC3
bf_00010154,HNF4A
bf_00010154,HNF4G
bf_00010404,WTIP
bf_00010404,LIMD1
bf_00010419,PLCG2
bf_00010419,PLCG1
bf_00010180,CALB1
bf_00010180,CALB2
bf_00010184,FHOD1
bf_00010184,FHOD3
bf_00010216,ABHD4
bf_00010216,ABHD5
bf_00010841,GNAS
bf_00010841,GNAL
bf_00015317,CARHSP1
bf_00015317,CSDC2
bf_00015192,FUCA1
bf_00015192,FUCA2
bf_00015788,PDIA2
bf_00015788,P4HB
bf_00015979,PRKAR1B
bf_00015979,PRKAR1A
bf_00015978,SDR42E1
bf_00015978,SDR42E2
bf_00016047,SBK1
bf_00016047,SBK3
bf_00015916,FSCN1
bf_00015916,FSCN2
bf_00015243,AATK
bf_00015243,LMTK2
bf_00015256,WIPI2
bf_00015256,WIPI1
bf_00015279,RAB11FIP3
bf_00015279,RAB11FIP4
bf_00015076,FOXK1
bf_00015076,FOXK2
bf_00015768,TEPSIN
bf_00015768,ATP5MF
bf_00015748,SSTR5
bf_00015748,SSTR2
bf_00015719,TMEM184B
bf_00015685,SDK1
bf_00015685,SDK2
bf_00015654,CDR2L
bf_00015654,CDR2
bf_00016127,RNF157
bf_00016127,MGRN1
bf_00016126,UBALD2
bf_00016126,UBALD1
bf_00015376,USP43
bf_00015376,USP31
bf_00015161,EPN3
bf_00015161,EPN2
bf_00015096,MMD
bf_00015096,MMD2
bf_00016147,FMC1-LUC7L2
bf_00016147,LUC7L2
bf_00016147,LUC7L
bf_00016146,WFIKKN1
bf_00016146,WFIKKN2
bf_00015418,TVP23B
bf_00015418,TVP23C-CDRT4
bf_00015418,TVP23A
bf_00015428,CACNG5
bf_00015484,NDEL1
bf_00015484,NDE1
bf_00015488,SLC9A3R1
bf_00015488,SLC9A3R2
bf_00016305,RHOT2
bf_00016305,RHOT1
bf_00015797,FKBP1B
bf_00015797,FKBP1A
bf_00015555,GNA12
bf_00015555,GNA13
bf_00015529,TOM1
bf_00015529,TOM1L2
bf_00002804,MAPRE3
bf_00002804,MAPRE1
bf_00013676,IMPG1
bf_00013676,IMPG2
bf_00019040,GNGT1
bf_00019040,GNG11
bf_00019040,GNGT2
bf_00026352,ABI1
bf_00026352,ABI2
bf_00005097,KIAA1549L
bf_00005097,KIAA1549
bf_00000198,BTBD3
bf_00000198,BTBD6
bf_00001646,ADORA2B
bf_00001646,ADORA2A
bf_00001791,RAB1B
bf_00001791,RAB1A
bf_00008739,LRRN3
bf_00008739,LRRN1
bf_00010608,HSFX4
bf_00010608,HSFX3
bf_00010608,HSFX2
bf_00010608,HSFX1
bf_00010608,HSFY1
bf_00010608,HSFY2
bf_00003619,SLC2A10
bf_00003619,SLC2A12
bf_00003229,TRHR
bf_00003737,SACS
bf_00002059,TRPM3
bf_00002059,TRPM1
bf_00002138,PDE8B
bf_00002138,PDE8A
bf_00002202,SMAP2
bf_00002202,SMAP1
bf_00002205,ESCO1
bf_00002205,ESCO2
bf_00003649,NOL4
bf_00003649,NOL4L
bf_00002603,EYA1
bf_00002603,EYA4
bf_00002519,GREB1
bf_00002519,GREB1L
bf_00003571,CIB3
bf_00003571,CIB2
bf_00003541,MACF1
bf_00003541,DST
bf_00003509,AGTPBP1
bf_00003509,AGBL1
bf_00003378,TMEM74
bf_00003378,TMEM74B
bf_00003885,GAREM2
bf_00003885,GAREM1
bf_00003936,KCNB2
bf_00003936,KCNB1
bf_00002708,RAX2
bf_00002708,RAX
bf_00002711,SCAMP2
bf_00002711,SCAMP1
bf_00002714,AP3B2
bf_00002714,AP3B1
bf_00003676,STAP1
bf_00003676,STAP2
bf_00003681,SNX2
bf_00003681,SNX1
bf_00003701,SORD
bf_00002628,GATAD2A
bf_00002628,GATAD2B
bf_00002403,LMNB2
bf_00002403,LMNB1
bf_00002748,PYGO2
bf_00002748,PYGO1
bf_00002451,SERF1A
bf_00002451,SERF1B
bf_00002451,SERF2
bf_00003946,GRHL1
bf_00003946,GRHL2
bf_00002796,MBD3
bf_00002796,MBD2
bf_00002802,SLC24A2
bf_00002802,SLC24A1
bf_00002858,FBXO25
bf_00002858,FBXO32
bf_00002868,ISL2
bf_00002868,ISL1
bf_00002881,CDCA7
bf_00002881,CDCA7L
bf_00002907,JMY
bf_00002907,WHAMM
bf_00002918,POLR3GL
bf_00002918,POLR3G
bf_00002932,ARFGEF1
bf_00002932,ARFGEF2
bf_00002958,ZFR
bf_00002958,ZFR2
bf_00003065,LYSMD4
bf_00003065,LYSMD3
bf_00003069,MAP2K1
bf_00003195,ELL
bf_00003195,ELL2
bf_00003181,SNX33
bf_00003181,SNX18
bf_00002977,DENND4A
bf_00002977,DENND4C
bf_00002969,ST8SIA2
bf_00002969,ST8SIA4
bf_00003843,GOLPH3L
bf_00003843,GOLPH3
bf_00003127,BTBD1
bf_00003127,BTBD2
bf_00003145,OTUD7B
bf_00003145,OTUD7A
bf_00003088,ADAMTS7
bf_00003088,ADAMTS12
bf_00017782,SLC9A6
bf_00017782,SLC9A9
bf_00017872,SENP3
bf_00017872,SENP5
bf_00017879,ATG4B
bf_00017879,ATG4A
bf_00017918,UGGT2
bf_00017918,UGGT1
bf_00017923,FAM124A
bf_00017923,FAM124B
bf_00018773,DZIP1L
bf_00018773,DZIP1
bf_00018777,DEUP1
bf_00018777,CEP63
bf_00018800,CTRB2
bf_00018800,CTRB1
bf_00018841,CASTOR1
bf_00018841,CASTOR2
bf_00018441,ASPA
bf_00018441,ACY3
bf_00018081,ZIC1
bf_00018081,ZIC4
bf_00018075,LAMP2
bf_00018075,LAMP1
bf_00018057,KPNA3
bf_00018057,KPNA4
bf_00018019,FAM43B
bf_00018019,FAM43A
bf_00017988,GHSR
bf_00017988,MLNR
bf_00017963,INTS6L
bf_00017963,INTS6
bf_00018630,TSPAN6
bf_00018630,TSPAN7
bf_00018625,DNAJC19
bf_00018625,DNAJC15
bf_00018321,LRCH2
bf_00018321,LRCH1
bf_00018329,RCBTB2
bf_00018329,RCBTB1
bf_00018223,FARP2
bf_00018223,FARP1
bf_00018267,CUL4A
bf_00018267,CUL4B
bf_00018277,UPF3A
bf_00018277,UPF3B
bf_00018231,RASA3
bf_00018231,RASA2
bf_00018211,FAM122B
bf_00018211,FAM122C
bf_00018211,FAM122A
bf_00018453,AGFG1
bf_00018453,AGFG2
bf_00006069,DDIT4
bf_00006069,DDIT4L
bf_00018530,NCK1
bf_00018530,NCK2
bf_00018506,NT5DC3
bf_00018506,NT5DC2
bf_00008654,MCM10
bf_00020503,SCO1
bf_00020503,SCO2
bf_00020245,PRKCZ
bf_00020245,PRKCI
bf_00020342,MFN2
bf_00020342,MFN1
bf_00020634,TP73
bf_00020634,TP63
bf_00021114,SLC25A35
bf_00021114,SLC25A34
bf_00021120,GIGYF1
bf_00021120,GIGYF2
bf_00021131,VAX1
bf_00021131,VAX2
bf_00020969,MLF1
bf_00020969,MLF2
bf_00021000,AP2B1
bf_00021000,AP1B1
bf_00021015,GLT8D1
bf_00021015,GLT8D2
bf_00021054,CCNL1
bf_00021054,CCNL2
bf_00020717,CLSTN2
bf_00020717,CLSTN1
bf_00020751,ACTL6A
bf_00020751,ACTL6B
bf_00020740,GAPDHS
bf_00020740,GAPDH
bf_00020909,PIK3CB
bf_00020909,PIK3CD
bf_00006351,INMT
bf_00006351,NNMT
bf_00013968,CCDC28A
bf_00013968,CCDC28B
bf_00014471,EVA1C
bf_00014475,CTPS2
bf_00014475,CTPS1
bf_00014446,PDHA1
bf_00014446,PDHA2
bf_00014441,SH3KBP1
bf_00014441,CD2AP
bf_00014433,WASF3
bf_00014285,USP45
bf_00014285,USP16
bf_00013940,CEP85
bf_00013940,CEP85L
bf_00013790,ZC3H12D
bf_00013790,ZC3H12A
bf_00013755,DMD
bf_00013755,UTRN
bf_00013839,MGST3
bf_00013824,INPP5B
bf_00013824,OCRL
bf_00014120,RBBP4
bf_00014120,RBBP7
bf_00014339,SYNCRIP
bf_00014339,HNRNPR
bf_00014956,LATS2
bf_00014956,LATS1
bf_00014616,NCKAP1
bf_00014616,NCKAP1L
bf_00014600,POPDC2
bf_00014600,POPDC3
bf_00014533,AGPAT4
bf_00014533,AGPAT3
bf_00014544,MANEAL
bf_00014544,MANEA
bf_00013670,CDK8
bf_00013670,CDK19
bf_00014742,SYTL5
bf_00014742,SYTL4
bf_00014486,FAM162B
bf_00014486,FAM162A
bf_00014941,KATNA1
bf_00014941,KATNAL1
bf_00014847,SNX12
bf_00014847,SNX3
bf_00014824,RNF6
bf_00014824,RLIM
bf_00022557,FKBP7
bf_00022557,FKBP14
bf_00023354,ACTR3B
bf_00023354,ACTR3
bf_00023068,SGCA
bf_00023068,SGCE
bf_00023040,TOP2B
bf_00023040,TOP2A
bf_00022988,N4BP2L1
bf_00022988,CNP
bf_00022940,TYW5
bf_00022932,WNT3
bf_00022932,WNT3A
bf_00022920,DPP4
bf_00022920,FAP
bf_00022870,NBEAL1
bf_00022870,NBEAL2
bf_00022842,MYO3B
bf_00022842,MYO3A
bf_00023121,CCNY
bf_00023121,CCNYL1
bf_00023122,USP29
bf_00023122,USP26
bf_00023122,USP37
bf_00023454,EIF1B
bf_00023454,EIF1
bf_00020081,C18orf32
bf_00022814,DPP10
bf_00022814,DPP6
bf_00021393,STK17B
bf_00021393,STK17A
bf_00021409,MYO1D
bf_00021409,MYO1G
bf_00022325,IDI2
bf_00022325,IDI1
bf_00022209,GLB1
bf_00022209,GLB1L
bf_00022505,GALNT1
bf_00022505,GALNT13
bf_00022030,CRTAP
bf_00022030,P3H4
bf_00021769,ACBD7
bf_00021769,DBI
bf_00021735,POU6F2
bf_00021735,POU6F1
bf_00021618,NMT2
bf_00021618,NMT1
bf_00021599,RAPGEF3
bf_00021599,RAPGEF4
bf_00021894,FUS
bf_00021894,TAF15
bf_00021976,NFKBID
bf_00021976,NFKBIZ
bf_00022180,RND2
bf_00022180,RND3
bf_00022171,CDK12
bf_00022171,CDK13
bf_00022125,TRA2B
bf_00022125,TRA2A
bf_00022127,INSIG1
bf_00022127,INSIG2
bf_00022105,EAF2
bf_00022105,EAF1
bf_00022063,LRRFIP1
bf_00022063,LRRFIP2
bf_00018962,SGTB
bf_00018962,SGTA
bf_00019023,PGM1
bf_00019023,PGM5
bf_00019007,TTC39B
bf_00019007,TTC39A
bf_00019078,LEPROT
bf_00019110,PATJ
bf_00019110,MPDZ
bf_00019468,DBF4B
bf_00019468,DBF4
bf_00019496,ZFYVE9
bf_00019496,ZFYVE16
bf_00020138,TUT4
bf_00020138,TUT7
bf_00019811,ZAP70
bf_00019811,SYK
bf_00019817,AP1M1
bf_00019817,AP1M2
bf_00019820,LRP8
bf_00019820,LDLR
bf_00019866,CBWD6
bf_00019866,CBWD5
bf_00019866,CBWD3
bf_00019866,CBWD2
bf_00019866,CBWD1
bf_00007033,MCCC2
bf_00019893,SYDE1
bf_00019893,SYDE2
bf_00019898,PTCH2
bf_00019898,PTCH1
bf_00019904,TOPORS
bf_00019911,MKNK1
bf_00019911,MKNK2
bf_00019943,TECR
bf_00019614,RAVER1
bf_00019614,RAVER2
bf_00019433,TEK
bf_00019433,TIE1
bf_00019429,PRKAA2
bf_00019429,PRKAA1
bf_00019406,AK4
bf_00019406,AK3
bf_00019575,BTF3
bf_00019575,BTF3L4
bf_00019584,FCHO1
bf_00019584,FCHO2
bf_00006177,EIF4EBP2
bf_00006177,EIF4EBP1
bf_00006134,SEC24D
bf_00006134,SEC24C
bf_00006138,SEC24A
bf_00006138,SEC24B
bf_00006098,MARCH1
bf_00006098,MARCH8
bf_00005989,NFKB2
bf_00005989,NFKB1
bf_00006408,FNIP2
bf_00006408,FNIP1
bf_00006356,MOB1A
bf_00006356,MOB1B
bf_00006052,FSTL5
bf_00006052,FSTL4
bf_00006671,SEC31B
bf_00006671,SEC31A
bf_00006234,WDFY3
bf_00006234,WDFY4
bf_00006791,CDS2
bf_00006791,CDS1
bf_00007720,GFPT1
bf_00007720,GFPT2
bf_00006525,ING2
bf_00006525,ING1
bf_00006517,ANKRD17
bf_00006517,ANKHD1-EIF4EBP3
bf_00006517,ANKHD1
bf_00006496,ERLIN1
bf_00006496,ERLIN2
bf_00006472,GPRIN1
bf_00006472,GPRIN2
bf_00006434,KLHL2
bf_00006434,KLHL3
bf_00006544,PITX3
bf_00006544,PITX2
bf_00006560,FAM13A
bf_00006560,FAM13B
bf_00007700,IKBKB
bf_00007700,CHUK
bf_00007706,ETNPPL
bf_00007706,PHYKPL
bf_00006067,H2AFZ
bf_00006067,H2AFV
bf_00006701,MTHFD2L
bf_00006701,MTHFD2
bf_00006702,RUFY2
bf_00006702,RUFY1
bf_00006734,CSGALNACT2
bf_00006734,CSGALNACT1
bf_00006743,TSPAN5
bf_00006743,TSPAN17
bf_00006748,KAT2B
bf_00006748,KAT2A
bf_00006750,MYPN
bf_00006750,PALLD
bf_00006763,KAT6A
bf_00006763,KAT6B
bf_00006692,ZMIZ1
bf_00006692,ZMIZ2
bf_00006321,KCNMA1
bf_00006321,KCNU1
bf_00006314,ZNF503
bf_00006314,ZNF703
bf_00025745,CHN1
bf_00025745,CHN2
bf_00026445,SLC25A12
bf_00026445,SLC25A13
bf_00026584,FBXL2
bf_00026584,FBXL20
bf_00026394,PEX11B
bf_00026394,PEX11A
bf_00025968,SLC25A39
bf_00025968,SLC25A40
bf_00026550,STAT5A
bf_00026550,STAT5B
bf_00025937,SEC61G
bf_00025918,ARHGAP5
bf_00025918,ARHGAP35
bf_00026185,UPP1
bf_00026185,UPP2
bf_00026165,ASB1
bf_00026165,ASB12
bf_00026122,SKAP1
bf_00026122,SKAP2
bf_00026128,HOXA1
bf_00026128,HOXB1
bf_00026129,HOXA2
bf_00026129,HOXB2
bf_00026135,HOXA7
bf_00026135,HOXB7
bf_00026351,LMBR1
bf_00026351,LMBR1L
bf_00026082,OSBPL10
bf_00026082,OSBPL11
bf_00023467,DGKI
bf_00023467,DGKZ
bf_00023493,DUSP16
bf_00023493,DUSP8
bf_00023512,NKIRAS2
bf_00023512,NKIRAS1
bf_00023554,TERF1
bf_00023554,TERF2
bf_00023583,CELF1
bf_00023583,CELF2
bf_00024239,TBK1
bf_00024239,IKBKE
bf_00024234,PPP6R3
bf_00024234,PPP6R2
bf_00024149,HORMAD1
bf_00024149,HORMAD2
bf_00024133,WEE1
bf_00024133,WEE2
bf_00024126,NELL1
bf_00024126,NELL2
bf_00024086,RAB3IP
bf_00024086,RAB3IL1
bf_00024047,ARHGAP8
bf_00024047,PRR5-ARHGAP8
bf_00024047,ARHGAP1
bf_00023957,DENND5A
bf_00023957,DENND5B
bf_00023954,UCP2
bf_00023954,UCP3
bf_00023760,EPS8
bf_00023760,EPS8L2
bf_00023794,SLC37A2
bf_00023794,SLC37A1
bf_00023901,GIT2
bf_00023901,GIT1
bf_00024551,IRS1
bf_00024589,OSR1
bf_00024589,OSR2
bf_00024883,ATP6V1C1
bf_00024883,ATP6V1C2
bf_00025135,RAD21
bf_00025135,RAD21L1
bf_00025233,HMGCL
bf_00025233,HMGCLL1
bf_00025237,PUM2
bf_00025237,PUM1
bf_00025164,KCNQ4
bf_00025164,KCNQ5
bf_00025205,RPL7L1
bf_00025205,RPL7
bf_00024615,APOO
bf_00024615,APOOL
bf_00025259,HEY1
bf_00025259,HEY2
bf_00025435,RBM24
bf_00025435,RBM38
bf_00025429,CAP2
bf_00025429,CAP1
bf_00025419,KIF21B
bf_00025419,KIF21A
bf_00025271,E2F6
bf_00025271,E2F2
bf_00024911,SULF2
bf_00024911,SULF1
bf_00025038,KIF13A
bf_00025038,KIF13B
bf_00024659,STAM2
bf_00024659,STAM
bf_00024647,HACD2
bf_00024647,HACD1
bf_00024831,SDC2
bf_00024831,SDC4
bf_00025361,SNTG2
bf_00025361,SNTG1
bf_00025292,TMCC2
bf_00025292,TMCC3
bf_00025412,ARHGAP18
bf_00025412,ARHGAP28
bf_00004063,OSBPL8
bf_00004063,OSBPL5
bf_00003965,ZDHHC17
bf_00003965,ZDHHC13
bf_00004037,GYS1
bf_00004037,GYS2
bf_00004118,SBF2
bf_00004118,SBF1
bf_00005335,SH3PXD2A
bf_00005335,SH3PXD2B
bf_00005262,IFIH1
bf_00005262,DHX58
bf_00005214,SEC23IP
bf_00005214,DDHD2
bf_00005183,EXOC6
bf_00005183,EXOC6B
bf_00004649,PI4K2A
bf_00004649,PI4K2B
bf_00004650,DEPDC1
bf_00004650,DEPDC1B
bf_00004662,ABRAXAS2
bf_00004662,ABRAXAS1
bf_00004688,KIF20A
bf_00004694,NKX6-2
bf_00004694,NKX6-1
bf_00004779,AVP
bf_00004779,OXT
bf_00004802,ENTPD7
bf_00004802,ENTPD4
bf_00005529,TBC1D2
bf_00005529,TBC1D2B
bf_00005524,HTR7
bf_00005465,PACSIN2
bf_00005465,PACSIN1
bf_00005463,TBC1D14
bf_00005463,TBC1D12
bf_00005353,SLIT3
bf_00005353,SLIT2
bf_00005041,BRSK2
bf_00005041,BRSK1
bf_00004960,SH3TC2
bf_00004960,SH3TC1
bf_00004945,PRLHR
bf_00004611,POGLUT3
bf_00004611,POGLUT2
bf_00004602,PNPLA2
bf_00004602,PNPLA3
bf_00004572,KMT5C
bf_00004572,KMT5B
bf_00005867,GOLGA7
bf_00005867,GOLGA7B
bf_00005870,TNKS2
bf_00005870,TNKS
bf_00005872,CPEB2
bf_00005872,CPEB3
bf_00005874,SLC25A37
bf_00005874,SLC25A28
bf_00004390,TSPAN11
bf_00004390,CD151
bf_00004389,PRMT8
bf_00004389,PRMT1
bf_00004329,SOX6
bf_00004329,SOX5
bf_00004352,NUCB1
bf_00004352,NUCB2
bf_00004312,LRP6
bf_00004312,LRP5
bf_00004227,LARGE1
bf_00004227,LARGE2
bf_00004440,SLC30A10
bf_00004440,SLC30A1
bf_00007640,LYSMD2
bf_00007640,LYSMD1
bf_00007593,TMEM161B
bf_00007593,TMEM161A
bf_00007064,VPS13C
bf_00007064,VPS13A
bf_00007056,FAM189A1
bf_00007056,FAM189A2
bf_00006968,ACO1
bf_00006968,IREB2
bf_00006941,MAN2A2
bf_00006941,MAN2A1
bf_00006935,DNAJA4
bf_00006935,DNAJA1
bf_00007675,TMOD1
bf_00007675,TMOD4
bf_00007255,HMG20B
bf_00007255,HMG20A
bf_00007654,FSD1L
bf_00007654,FSD1
bf_00007194,NAXE
bf_00007194,YJEFN3
bf_00007193,CILP
bf_00007193,CILP2
bf_00007159,FER
bf_00007159,FES
bf_00007122,MINDY1
bf_00007122,MINDY2
bf_00007407,PKLR
bf_00007407,PKM
bf_00000217,TOGARAM1
bf_00000217,TOGARAM2
bf_00000229,YY2
bf_00000229,YY1
bf_00000253,VASH1
bf_00000253,VASH2
bf_00000266,CDON
bf_00000266,BOC
bf_00000352,PCNX2
bf_00000352,PCNX1
bf_00000403,BRMS1L
bf_00000403,BRMS1
bf_00000429,VSX1
bf_00000429,VSX2
bf_00000455,SEC23B
bf_00000455,SEC23A
bf_00000467,KLHDC2
bf_00000467,KLHDC1
bf_00000507,FAM177B
